training:  19%|█▉        | 7745/40000 [01:01<04:12, 127.51it/s]
itr: 0 lr: 2.494e-07 train loss: 4.870127 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=0.34s)
itr: 250 lr: 6.259e-05 train loss: 4.845962 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.00s)
itr: 500 lr: 1.000e-04 train loss: 4.739971 train token_acc: 0.0010 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 750 lr: 9.998e-05 train loss: 4.400778 train token_acc: 0.0177 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 1000 lr: 9.994e-05 train loss: 3.865796 train token_acc: 0.0347 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 1250 lr: 9.989e-05 train loss: 3.499071 train token_acc: 0.0815 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 1500 lr: 9.981e-05 train loss: 3.088840 train token_acc: 0.1371 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 1750 lr: 9.972e-05 train loss: 2.816207 train token_acc: 0.1869 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 2000 lr: 9.960e-05 train loss: 2.573132 train token_acc: 0.2430 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 2250 lr: 9.947e-05 train loss: 2.323981 train token_acc: 0.3087 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 2500 lr: 9.931e-05 train loss: 2.064400 train token_acc: 0.3774 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 2750 lr: 9.914e-05 train loss: 1.861822 train token_acc: 0.4332 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 3000 lr: 9.895e-05 train loss: 1.680880 train token_acc: 0.4826 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 3250 lr: 9.874e-05 train loss: 1.531380 train token_acc: 0.5253 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 3500 lr: 9.851e-05 train loss: 1.416549 train token_acc: 0.5574 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 3750 lr: 9.826e-05 train loss: 1.314887 train token_acc: 0.5845 train exact_match_acc: 0.0005 (K~16.00, min=16, max=16, dt=1.96s)
itr: 4000 lr: 9.799e-05 train loss: 1.229365 train token_acc: 0.6118 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.96s)
itr: 4250 lr: 9.771e-05 train loss: 1.157981 train token_acc: 0.6326 train exact_match_acc: 0.0007 (K~16.00, min=16, max=16, dt=1.96s)
itr: 4500 lr: 9.740e-05 train loss: 1.092628 train token_acc: 0.6531 train exact_match_acc: 0.0010 (K~16.00, min=16, max=16, dt=1.96s)
itr: 4750 lr: 9.708e-05 train loss: 1.052040 train token_acc: 0.6667 train exact_match_acc: 0.0007 (K~16.00, min=16, max=16, dt=1.96s)
itr: 5000 lr: 9.674e-05 train loss: 1.009904 train token_acc: 0.6772 train exact_match_acc: 0.0020 (K~16.00, min=16, max=16, dt=1.96s)
itr: 5250 lr: 9.638e-05 train loss: 0.966386 train token_acc: 0.6968 train exact_match_acc: 0.0037 (K~16.00, min=16, max=16, dt=1.96s)
itr: 5500 lr: 9.600e-05 train loss: 0.931888 train token_acc: 0.7043 train exact_match_acc: 0.0049 (K~16.00, min=16, max=16, dt=1.96s)
itr: 5750 lr: 9.561e-05 train loss: 0.887989 train token_acc: 0.7159 train exact_match_acc: 0.0049 (K~16.00, min=16, max=16, dt=1.96s)
itr: 6000 lr: 9.519e-05 train loss: 0.861558 train token_acc: 0.7252 train exact_match_acc: 0.0076 (K~16.00, min=16, max=16, dt=1.96s)
itr: 6250 lr: 9.476e-05 train loss: 0.827137 train token_acc: 0.7363 train exact_match_acc: 0.0093 (K~16.00, min=16, max=16, dt=1.96s)
itr: 6500 lr: 9.432e-05 train loss: 0.794841 train token_acc: 0.7438 train exact_match_acc: 0.0134 (K~16.00, min=16, max=16, dt=1.96s)
itr: 6750 lr: 9.385e-05 train loss: 0.794616 train token_acc: 0.7469 train exact_match_acc: 0.0115 (K~16.00, min=16, max=16, dt=1.96s)
itr: 7000 lr: 9.337e-05 train loss: 0.774343 train token_acc: 0.7508 train exact_match_acc: 0.0122 (K~16.00, min=16, max=16, dt=1.96s)
itr: 7250 lr: 9.287e-05 train loss: 0.740361 train token_acc: 0.7629 train exact_match_acc: 0.0125 (K~16.00, min=16, max=16, dt=1.96s)
itr: 7500 lr: 9.235e-05 train loss: 0.719493 train token_acc: 0.7720 train exact_match_acc: 0.0239 (K~16.00, min=16, max=16, dt=1.96s)
itr: 7750 lr: 9.182e-05 train loss: 0.689417 train token_acc: 0.7793 train exact_match_acc: 0.0254 (K~16.00, min=16, max=16, dt=1.96s)
itr: 8000 lr: 9.127e-05 train loss: 0.681846 train token_acc: 0.7826 train exact_match_acc: 0.0281 (K~16.00, min=16, max=16, dt=1.96s)
itr: 8250 lr: 9.071e-05 train loss: 0.662355 train token_acc: 0.7874 train exact_match_acc: 0.0300 (K~16.00, min=16, max=16, dt=1.96s)
itr: 8500 lr: 9.013e-05 train loss: 0.648680 train token_acc: 0.7928 train exact_match_acc: 0.0317 (K~16.00, min=16, max=16, dt=1.96s)
