training:  19%|█▉        | 7748/40000 [02:17<09:30, 56.57it/s]
itr: 0 lr: 2.494e-07 train loss: 4.873088 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=0.30s)
itr: 250 lr: 6.259e-05 train loss: 4.790381 train token_acc: 0.0041 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.44s)
itr: 500 lr: 1.000e-04 train loss: 3.865026 train token_acc: 0.0703 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.42s)
itr: 750 lr: 9.998e-05 train loss: 2.485321 train token_acc: 0.1819 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.42s)
itr: 1000 lr: 9.994e-05 train loss: 2.266063 train token_acc: 0.2342 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.42s)
itr: 1250 lr: 9.989e-05 train loss: 2.132385 train token_acc: 0.2783 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.42s)
itr: 1500 lr: 9.981e-05 train loss: 1.976394 train token_acc: 0.3317 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.42s)
itr: 1750 lr: 9.972e-05 train loss: 1.767071 train token_acc: 0.4029 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.42s)
itr: 2000 lr: 9.960e-05 train loss: 1.498334 train token_acc: 0.4992 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.42s)
itr: 2250 lr: 9.947e-05 train loss: 1.216518 train token_acc: 0.5983 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.42s)
itr: 2500 lr: 9.931e-05 train loss: 0.955109 train token_acc: 0.6914 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.42s)
itr: 2750 lr: 9.914e-05 train loss: 0.758186 train token_acc: 0.7632 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.42s)
