training:  19%|█▉        | 7748/40000 [03:32<14:32, 36.98it/s]
itr: 0 lr: 2.494e-07 train loss: 5.613195 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=2.92s)
itr: 250 lr: 6.259e-05 train loss: 4.925005 train token_acc: 0.0010 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=6.85s)
itr: 500 lr: 1.000e-04 train loss: 3.243743 train token_acc: 0.2095 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=6.76s)
itr: 750 lr: 9.998e-05 train loss: 2.033156 train token_acc: 0.5545 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=6.76s)
itr: 1000 lr: 9.994e-05 train loss: 1.180403 train token_acc: 0.7147 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=6.77s)
itr: 1250 lr: 9.989e-05 train loss: 0.688860 train token_acc: 0.8294 train exact_match_acc: 0.0044 (K~32.00, min=32, max=32, dt=6.76s)
itr: 1500 lr: 9.981e-05 train loss: 0.426076 train token_acc: 0.9017 train exact_match_acc: 0.0371 (K~32.00, min=32, max=32, dt=6.76s)
itr: 1750 lr: 9.972e-05 train loss: 0.285553 train token_acc: 0.9440 train exact_match_acc: 0.1333 (K~32.00, min=32, max=32, dt=6.77s)
itr: 2000 lr: 9.960e-05 train loss: 0.210773 train token_acc: 0.9616 train exact_match_acc: 0.2327 (K~32.00, min=32, max=32, dt=6.76s)
itr: 2250 lr: 9.947e-05 train loss: 0.165019 train token_acc: 0.9709 train exact_match_acc: 0.3423 (K~32.00, min=32, max=32, dt=6.76s)
itr: 2500 lr: 9.931e-05 train loss: 0.135846 train token_acc: 0.9756 train exact_match_acc: 0.4019 (K~32.00, min=32, max=32, dt=6.76s)
itr: 2750 lr: 9.914e-05 train loss: 0.118612 train token_acc: 0.9789 train exact_match_acc: 0.4541 (K~32.00, min=32, max=32, dt=6.76s)
itr: 3000 lr: 9.895e-05 train loss: 0.100288 train token_acc: 0.9815 train exact_match_acc: 0.5090 (K~32.00, min=32, max=32, dt=6.76s)
itr: 3250 lr: 9.874e-05 train loss: 0.087695 train token_acc: 0.9839 train exact_match_acc: 0.5532 (K~32.00, min=32, max=32, dt=6.76s)
itr: 3500 lr: 9.851e-05 train loss: 0.078766 train token_acc: 0.9856 train exact_match_acc: 0.5901 (K~32.00, min=32, max=32, dt=6.76s)
itr: 3750 lr: 9.826e-05 train loss: 0.069262 train token_acc: 0.9872 train exact_match_acc: 0.6284 (K~32.00, min=32, max=32, dt=6.76s)
itr: 4000 lr: 9.799e-05 train loss: 0.063549 train token_acc: 0.9885 train exact_match_acc: 0.6653 (K~32.00, min=32, max=32, dt=6.77s)
itr: 4250 lr: 9.771e-05 train loss: 0.056781 train token_acc: 0.9894 train exact_match_acc: 0.6833 (K~32.00, min=32, max=32, dt=6.76s)
itr: 4500 lr: 9.740e-05 train loss: 0.052674 train token_acc: 0.9901 train exact_match_acc: 0.7024 (K~32.00, min=32, max=32, dt=6.76s)
itr: 4750 lr: 9.708e-05 train loss: 0.046368 train token_acc: 0.9917 train exact_match_acc: 0.7478 (K~32.00, min=32, max=32, dt=6.76s)
itr: 5000 lr: 9.674e-05 train loss: 0.044455 train token_acc: 0.9919 train exact_match_acc: 0.7551 (K~32.00, min=32, max=32, dt=6.76s)
itr: 5250 lr: 9.638e-05 train loss: 0.040716 train token_acc: 0.9924 train exact_match_acc: 0.7681 (K~32.00, min=32, max=32, dt=6.76s)
itr: 5500 lr: 9.600e-05 train loss: 0.038437 train token_acc: 0.9931 train exact_match_acc: 0.7910 (K~32.00, min=32, max=32, dt=6.76s)
itr: 5750 lr: 9.561e-05 train loss: 0.036806 train token_acc: 0.9937 train exact_match_acc: 0.8049 (K~32.00, min=32, max=32, dt=6.76s)
itr: 6000 lr: 9.519e-05 train loss: 0.032967 train token_acc: 0.9943 train exact_match_acc: 0.8228 (K~32.00, min=32, max=32, dt=6.76s)
itr: 6250 lr: 9.476e-05 train loss: 0.029815 train token_acc: 0.9946 train exact_match_acc: 0.8342 (K~32.00, min=32, max=32, dt=6.76s)
itr: 6500 lr: 9.432e-05 train loss: 0.028287 train token_acc: 0.9950 train exact_match_acc: 0.8433 (K~32.00, min=32, max=32, dt=6.76s)
itr: 6750 lr: 9.385e-05 train loss: 0.028198 train token_acc: 0.9949 train exact_match_acc: 0.8408 (K~32.00, min=32, max=32, dt=6.76s)
itr: 7000 lr: 9.337e-05 train loss: 0.023047 train token_acc: 0.9959 train exact_match_acc: 0.8730 (K~32.00, min=32, max=32, dt=6.76s)
itr: 7250 lr: 9.287e-05 train loss: 0.023996 train token_acc: 0.9956 train exact_match_acc: 0.8630 (K~32.00, min=32, max=32, dt=6.76s)
itr: 7500 lr: 9.235e-05 train loss: 0.023052 train token_acc: 0.9958 train exact_match_acc: 0.8679 (K~32.00, min=32, max=32, dt=6.76s)
itr: 7750 lr: 9.182e-05 train loss: 0.021705 train token_acc: 0.9962 train exact_match_acc: 0.8799 (K~32.00, min=32, max=32, dt=6.76s)
itr: 8000 lr: 9.127e-05 train loss: 0.020621 train token_acc: 0.9962 train exact_match_acc: 0.8809 (K~32.00, min=32, max=32, dt=6.76s)
itr: 8250 lr: 9.071e-05 train loss: 0.019877 train token_acc: 0.9960 train exact_match_acc: 0.8745 (K~32.00, min=32, max=32, dt=6.77s)
itr: 8500 lr: 9.013e-05 train loss: 0.017428 train token_acc: 0.9966 train exact_match_acc: 0.8938 (K~32.00, min=32, max=32, dt=6.76s)
itr: 8750 lr: 8.953e-05 train loss: 0.019738 train token_acc: 0.9962 train exact_match_acc: 0.8811 (K~32.00, min=32, max=32, dt=6.76s)
itr: 9000 lr: 8.892e-05 train loss: 0.016668 train token_acc: 0.9969 train exact_match_acc: 0.9019 (K~32.00, min=32, max=32, dt=6.76s)
itr: 9250 lr: 8.829e-05 train loss: 0.015845 train token_acc: 0.9970 train exact_match_acc: 0.9048 (K~32.00, min=32, max=32, dt=6.76s)
itr: 9500 lr: 8.765e-05 train loss: 0.015120 train token_acc: 0.9972 train exact_match_acc: 0.9114 (K~32.00, min=32, max=32, dt=6.76s)
itr: 9750 lr: 8.700e-05 train loss: 0.014147 train token_acc: 0.9972 train exact_match_acc: 0.9111 (K~32.00, min=32, max=32, dt=6.76s)
itr: 10000 lr: 8.632e-05 train loss: 0.013626 train token_acc: 0.9973 train exact_match_acc: 0.9153 (K~32.00, min=32, max=32, dt=6.76s)
itr: 10250 lr: 8.564e-05 train loss: 0.012799 train token_acc: 0.9973 train exact_match_acc: 0.9153 (K~32.00, min=32, max=32, dt=6.76s)
itr: 10500 lr: 8.494e-05 train loss: 0.013043 train token_acc: 0.9975 train exact_match_acc: 0.9199 (K~32.00, min=32, max=32, dt=6.76s)
itr: 10750 lr: 8.423e-05 train loss: 0.011994 train token_acc: 0.9975 train exact_match_acc: 0.9197 (K~32.00, min=32, max=32, dt=6.76s)
itr: 11000 lr: 8.351e-05 train loss: 0.012707 train token_acc: 0.9975 train exact_match_acc: 0.9216 (K~32.00, min=32, max=32, dt=6.76s)
itr: 11250 lr: 8.277e-05 train loss: 0.013653 train token_acc: 0.9972 train exact_match_acc: 0.9119 (K~32.00, min=32, max=32, dt=6.76s)
itr: 11500 lr: 8.202e-05 train loss: 0.010972 train token_acc: 0.9977 train exact_match_acc: 0.9275 (K~32.00, min=32, max=32, dt=6.76s)
itr: 11750 lr: 8.125e-05 train loss: 0.010979 train token_acc: 0.9977 train exact_match_acc: 0.9280 (K~32.00, min=32, max=32, dt=6.76s)
itr: 12000 lr: 8.048e-05 train loss: 0.010897 train token_acc: 0.9978 train exact_match_acc: 0.9290 (K~32.00, min=32, max=32, dt=6.76s)
itr: 12250 lr: 7.969e-05 train loss: 0.010787 train token_acc: 0.9976 train exact_match_acc: 0.9248 (K~32.00, min=32, max=32, dt=6.76s)
itr: 12500 lr: 7.889e-05 train loss: 0.009354 train token_acc: 0.9981 train exact_match_acc: 0.9409 (K~32.00, min=32, max=32, dt=6.76s)
itr: 12750 lr: 7.808e-05 train loss: 0.009323 train token_acc: 0.9980 train exact_match_acc: 0.9360 (K~32.00, min=32, max=32, dt=6.76s)
itr: 13000 lr: 7.726e-05 train loss: 0.009944 train token_acc: 0.9980 train exact_match_acc: 0.9370 (K~32.00, min=32, max=32, dt=6.76s)
itr: 13250 lr: 7.643e-05 train loss: 0.008086 train token_acc: 0.9982 train exact_match_acc: 0.9438 (K~32.00, min=32, max=32, dt=6.76s)
itr: 13500 lr: 7.559e-05 train loss: 0.008843 train token_acc: 0.9983 train exact_match_acc: 0.9453 (K~32.00, min=32, max=32, dt=6.76s)
itr: 13750 lr: 7.474e-05 train loss: 0.008366 train token_acc: 0.9983 train exact_match_acc: 0.9473 (K~32.00, min=32, max=32, dt=6.76s)
itr: 14000 lr: 7.388e-05 train loss: 0.008700 train token_acc: 0.9983 train exact_match_acc: 0.9458 (K~32.00, min=32, max=32, dt=6.76s)
itr: 14250 lr: 7.301e-05 train loss: 0.008334 train token_acc: 0.9985 train exact_match_acc: 0.9517 (K~32.00, min=32, max=32, dt=6.76s)
itr: 14500 lr: 7.213e-05 train loss: 0.008327 train token_acc: 0.9983 train exact_match_acc: 0.9456 (K~32.00, min=32, max=32, dt=6.77s)
itr: 14750 lr: 7.124e-05 train loss: 0.007755 train token_acc: 0.9986 train exact_match_acc: 0.9541 (K~32.00, min=32, max=32, dt=6.76s)
itr: 15000 lr: 7.035e-05 train loss: 0.006486 train token_acc: 0.9987 train exact_match_acc: 0.9600 (K~32.00, min=32, max=32, dt=6.76s)
itr: 15250 lr: 6.944e-05 train loss: 0.007306 train token_acc: 0.9986 train exact_match_acc: 0.9536 (K~32.00, min=32, max=32, dt=6.76s)
itr: 15500 lr: 6.853e-05 train loss: 0.006593 train token_acc: 0.9987 train exact_match_acc: 0.9595 (K~32.00, min=32, max=32, dt=6.76s)
itr: 15750 lr: 6.761e-05 train loss: 0.006211 train token_acc: 0.9988 train exact_match_acc: 0.9607 (K~32.00, min=32, max=32, dt=6.76s)
itr: 16000 lr: 6.669e-05 train loss: 0.005991 train token_acc: 0.9988 train exact_match_acc: 0.9612 (K~32.00, min=32, max=32, dt=6.76s)
itr: 16250 lr: 6.576e-05 train loss: 0.007740 train token_acc: 0.9987 train exact_match_acc: 0.9580 (K~32.00, min=32, max=32, dt=6.76s)
itr: 16500 lr: 6.482e-05 train loss: 0.006558 train token_acc: 0.9987 train exact_match_acc: 0.9587 (K~32.00, min=32, max=32, dt=6.76s)
itr: 16750 lr: 6.388e-05 train loss: 0.006755 train token_acc: 0.9987 train exact_match_acc: 0.9575 (K~32.00, min=32, max=32, dt=6.76s)
itr: 17000 lr: 6.293e-05 train loss: 0.005727 train token_acc: 0.9989 train exact_match_acc: 0.9648 (K~32.00, min=32, max=32, dt=6.76s)
itr: 17250 lr: 6.198e-05 train loss: 0.005554 train token_acc: 0.9989 train exact_match_acc: 0.9653 (K~32.00, min=32, max=32, dt=6.76s)
itr: 17500 lr: 6.102e-05 train loss: 0.005540 train token_acc: 0.9988 train exact_match_acc: 0.9617 (K~32.00, min=32, max=32, dt=6.76s)
itr: 17750 lr: 6.006e-05 train loss: 0.005705 train token_acc: 0.9988 train exact_match_acc: 0.9626 (K~32.00, min=32, max=32, dt=6.76s)
itr: 18000 lr: 5.910e-05 train loss: 0.006367 train token_acc: 0.9987 train exact_match_acc: 0.9585 (K~32.00, min=32, max=32, dt=6.77s)
itr: 18250 lr: 5.813e-05 train loss: 0.005166 train token_acc: 0.9988 train exact_match_acc: 0.9617 (K~32.00, min=32, max=32, dt=6.76s)
itr: 18500 lr: 5.716e-05 train loss: 0.006123 train token_acc: 0.9989 train exact_match_acc: 0.9639 (K~32.00, min=32, max=32, dt=6.76s)
itr: 18750 lr: 5.618e-05 train loss: 0.004945 train token_acc: 0.9990 train exact_match_acc: 0.9678 (K~32.00, min=32, max=32, dt=6.76s)
itr: 19000 lr: 5.521e-05 train loss: 0.004938 train token_acc: 0.9990 train exact_match_acc: 0.9697 (K~32.00, min=32, max=32, dt=6.76s)
itr: 19250 lr: 5.423e-05 train loss: 0.005844 train token_acc: 0.9989 train exact_match_acc: 0.9656 (K~32.00, min=32, max=32, dt=6.76s)
itr: 19500 lr: 5.325e-05 train loss: 0.005291 train token_acc: 0.9991 train exact_match_acc: 0.9697 (K~32.00, min=32, max=32, dt=6.76s)
itr: 19750 lr: 5.227e-05 train loss: 0.005210 train token_acc: 0.9989 train exact_match_acc: 0.9663 (K~32.00, min=32, max=32, dt=6.76s)
itr: 20000 lr: 5.129e-05 train loss: 0.005092 train token_acc: 0.9990 train exact_match_acc: 0.9692 (K~32.00, min=32, max=32, dt=6.76s)
saved checkpoint: ./grid_outputs/len_gen_v256_e128_k32/task_0000/saved_models/Checkpoint_N256_d128_H1_L2_npos1_mlp0_ln1_normlayernorm_qkn0_qkrms0_gate0_gateelem0_lenmix_trainK32to32_testK32to32_nodup1_iters20001.pt
itr: 20250 lr: 5.030e-05 train loss: 0.004617 train token_acc: 0.9990 train exact_match_acc: 0.9685 (K~32.00, min=32, max=32, dt=6.80s)
itr: 20500 lr: 4.932e-05 train loss: 0.004355 train token_acc: 0.9991 train exact_match_acc: 0.9697 (K~32.00, min=32, max=32, dt=6.76s)
itr: 20750 lr: 4.834e-05 train loss: 0.005270 train token_acc: 0.9990 train exact_match_acc: 0.9678 (K~32.00, min=32, max=32, dt=6.76s)
itr: 21000 lr: 4.736e-05 train loss: 0.003798 train token_acc: 0.9993 train exact_match_acc: 0.9771 (K~32.00, min=32, max=32, dt=6.76s)
itr: 21250 lr: 4.638e-05 train loss: 0.004657 train token_acc: 0.9991 train exact_match_acc: 0.9722 (K~32.00, min=32, max=32, dt=6.76s)
itr: 21500 lr: 4.540e-05 train loss: 0.004896 train token_acc: 0.9990 train exact_match_acc: 0.9690 (K~32.00, min=32, max=32, dt=6.76s)
itr: 21750 lr: 4.443e-05 train loss: 0.004990 train token_acc: 0.9992 train exact_match_acc: 0.9736 (K~32.00, min=32, max=32, dt=6.76s)
itr: 22000 lr: 4.346e-05 train loss: 0.004840 train token_acc: 0.9991 train exact_match_acc: 0.9702 (K~32.00, min=32, max=32, dt=6.76s)
itr: 22250 lr: 4.249e-05 train loss: 0.004228 train token_acc: 0.9991 train exact_match_acc: 0.9717 (K~32.00, min=32, max=32, dt=6.76s)
itr: 22500 lr: 4.152e-05 train loss: 0.005046 train token_acc: 0.9989 train exact_match_acc: 0.9648 (K~32.00, min=32, max=32, dt=6.76s)
itr: 22750 lr: 4.055e-05 train loss: 0.005065 train token_acc: 0.9990 train exact_match_acc: 0.9690 (K~32.00, min=32, max=32, dt=6.76s)
itr: 23000 lr: 3.959e-05 train loss: 0.004016 train token_acc: 0.9993 train exact_match_acc: 0.9761 (K~32.00, min=32, max=32, dt=6.76s)
itr: 23250 lr: 3.864e-05 train loss: 0.003745 train token_acc: 0.9992 train exact_match_acc: 0.9749 (K~32.00, min=32, max=32, dt=6.76s)
itr: 23500 lr: 3.769e-05 train loss: 0.004275 train token_acc: 0.9992 train exact_match_acc: 0.9741 (K~32.00, min=32, max=32, dt=6.76s)
