[GPU 0] Starting: V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 0/60000 | loss 4.8599 | lr 9.90e-05 | 10s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 500/60000 | loss 0.0724 | lr 1.00e-02 | 76s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 1000/60000 | loss 0.0055 | lr 9.99e-03 | 142s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 1500/60000 | loss 0.0060 | lr 9.99e-03 | 208s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 2000/60000 | loss 0.0017 | lr 9.98e-03 | 273s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 2500/60000 | loss 0.0013 | lr 9.96e-03 | 339s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 3000/60000 | loss 0.0820 | lr 9.94e-03 | 405s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 3500/60000 | loss 0.0016 | lr 9.92e-03 | 471s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 4000/60000 | loss 0.0013 | lr 9.90e-03 | 537s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 4500/60000 | loss 0.0398 | lr 9.87e-03 | 603s
[GPU 0] Saved V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2_itr5000.pt
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 5000/60000 | loss 0.0020 | lr 9.84e-03 | 667s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 5500/60000 | loss 0.0034 | lr 9.80e-03 | 733s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 6000/60000 | loss 0.0010 | lr 9.76e-03 | 798s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 6500/60000 | loss 0.0013 | lr 9.72e-03 | 863s
[GPU 0] V128_B32_LR1e-02_MI60000_LN0_E64_H1_L2 | itr 7000/60000 | loss 0.0078 | lr 9.68e-03 | 928s
