[GPU 7] Starting: V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 0/60000 | loss 5.5626 | lr 9.90e-06 | 10s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 500/60000 | loss 0.1722 | lr 1.00e-03 | 75s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 1000/60000 | loss 0.0359 | lr 9.99e-04 | 142s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 1500/60000 | loss 0.0213 | lr 9.99e-04 | 205s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 2000/60000 | loss 0.0039 | lr 9.98e-04 | 269s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 2500/60000 | loss 0.0049 | lr 9.96e-04 | 335s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 3000/60000 | loss 0.0018 | lr 9.94e-04 | 400s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 3500/60000 | loss 0.0028 | lr 9.92e-04 | 468s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 4000/60000 | loss 0.0149 | lr 9.90e-04 | 534s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 4500/60000 | loss 0.0014 | lr 9.87e-04 | 602s
[GPU 7] Saved V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2_itr5000.pt
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 5000/60000 | loss 0.0015 | lr 9.84e-04 | 670s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 5500/60000 | loss 0.0008 | lr 9.80e-04 | 737s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 6000/60000 | loss 0.0007 | lr 9.76e-04 | 805s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 6500/60000 | loss 0.0006 | lr 9.72e-04 | 873s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 7000/60000 | loss 0.0006 | lr 9.68e-04 | 941s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 7500/60000 | loss 0.0010 | lr 9.63e-04 | 1006s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 8000/60000 | loss 0.0003 | lr 9.58e-04 | 1074s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 8500/60000 | loss 0.0006 | lr 9.52e-04 | 1140s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 9000/60000 | loss 0.0005 | lr 9.47e-04 | 1206s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 9500/60000 | loss 0.0005 | lr 9.41e-04 | 1271s
[GPU 7] Saved V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2_itr10000.pt
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 10000/60000 | loss 0.0002 | lr 9.34e-04 | 1339s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 10500/60000 | loss 0.0004 | lr 9.28e-04 | 1406s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 11000/60000 | loss 0.0002 | lr 9.21e-04 | 1475s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 11500/60000 | loss 0.0001 | lr 9.13e-04 | 1540s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 12000/60000 | loss 0.0004 | lr 9.06e-04 | 1606s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 12500/60000 | loss 0.0002 | lr 8.98e-04 | 1671s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 13000/60000 | loss 0.0003 | lr 8.90e-04 | 1738s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 13500/60000 | loss 0.0002 | lr 8.82e-04 | 1805s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 14000/60000 | loss 0.0001 | lr 8.73e-04 | 1869s
[GPU 7] V256_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 14500/60000 | loss 0.0002 | lr 8.64e-04 | 1932s
