[GPU 1] Starting: V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 0/60000 | loss 4.8703 | lr 9.90e-05 | 10s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 500/60000 | loss 0.0019 | lr 1.00e-02 | 71s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 1000/60000 | loss 0.0010 | lr 9.99e-03 | 132s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 1500/60000 | loss 0.0023 | lr 9.99e-03 | 191s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 2000/60000 | loss 0.0010 | lr 9.98e-03 | 250s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 2500/60000 | loss 0.0012 | lr 9.96e-03 | 310s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 3000/60000 | loss 0.0106 | lr 9.94e-03 | 371s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 3500/60000 | loss 0.0013 | lr 9.92e-03 | 430s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 4000/60000 | loss 0.0007 | lr 9.90e-03 | 490s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 4500/60000 | loss 0.0005 | lr 9.87e-03 | 550s
[GPU 1] Saved V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2_itr5000.pt
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 5000/60000 | loss 0.0162 | lr 9.84e-03 | 613s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 5500/60000 | loss 0.0006 | lr 9.80e-03 | 677s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 6000/60000 | loss 0.0272 | lr 9.76e-03 | 740s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 6500/60000 | loss 0.0006 | lr 9.72e-03 | 803s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 7000/60000 | loss 0.0004 | lr 9.68e-03 | 865s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 7500/60000 | loss 0.0003 | lr 9.63e-03 | 926s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 8000/60000 | loss 0.0011 | lr 9.58e-03 | 989s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 8500/60000 | loss 0.0004 | lr 9.52e-03 | 1053s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 9000/60000 | loss 0.0175 | lr 9.47e-03 | 1118s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 9500/60000 | loss 0.0003 | lr 9.40e-03 | 1178s
[GPU 1] Saved V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2_itr10000.pt
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 10000/60000 | loss 0.0052 | lr 9.34e-03 | 1238s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 10500/60000 | loss 0.0004 | lr 9.27e-03 | 1298s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 11000/60000 | loss 0.0006 | lr 9.21e-03 | 1358s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 11500/60000 | loss 0.0005 | lr 9.13e-03 | 1419s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 12000/60000 | loss 0.0003 | lr 9.06e-03 | 1481s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 12500/60000 | loss 0.0760 | lr 8.98e-03 | 1542s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 13000/60000 | loss 0.0004 | lr 8.90e-03 | 1603s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 13500/60000 | loss 0.0002 | lr 8.82e-03 | 1666s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 14000/60000 | loss 0.0003 | lr 8.73e-03 | 1729s
[GPU 1] V128_B32_LR1e-02_MI60000_LN1_E64_H1_L2 | itr 14500/60000 | loss 0.0003 | lr 8.64e-03 | 1792s
