[GPU 3] Starting: V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 0/60000 | loss 4.8693 | lr 9.90e-06 | 10s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 500/60000 | loss 0.0288 | lr 1.00e-03 | 73s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 1000/60000 | loss 0.0036 | lr 9.99e-04 | 141s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 1500/60000 | loss 0.0010 | lr 9.99e-04 | 204s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 2000/60000 | loss 0.0005 | lr 9.98e-04 | 266s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 2500/60000 | loss 0.0365 | lr 9.96e-04 | 328s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 3000/60000 | loss 0.0003 | lr 9.94e-04 | 391s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 3500/60000 | loss 0.0002 | lr 9.92e-04 | 454s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 4000/60000 | loss 0.0002 | lr 9.90e-04 | 516s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 4500/60000 | loss 0.0002 | lr 9.87e-04 | 578s
[GPU 3] Saved V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2_itr5000.pt
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 5000/60000 | loss 0.0001 | lr 9.84e-04 | 641s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 5500/60000 | loss 0.0001 | lr 9.80e-04 | 704s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 6000/60000 | loss 0.0001 | lr 9.76e-04 | 767s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 6500/60000 | loss 0.0002 | lr 9.72e-04 | 831s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 7000/60000 | loss 0.0001 | lr 9.68e-04 | 895s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 7500/60000 | loss 0.0002 | lr 9.63e-04 | 958s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 8000/60000 | loss 0.0003 | lr 9.58e-04 | 1021s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 8500/60000 | loss 0.0002 | lr 9.52e-04 | 1083s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 9000/60000 | loss 0.0001 | lr 9.47e-04 | 1146s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 9500/60000 | loss 0.0001 | lr 9.41e-04 | 1208s
[GPU 3] Saved V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2_itr10000.pt
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 10000/60000 | loss 0.0000 | lr 9.34e-04 | 1270s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 10500/60000 | loss 0.0000 | lr 9.28e-04 | 1333s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 11000/60000 | loss 0.0001 | lr 9.21e-04 | 1395s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 11500/60000 | loss 0.0000 | lr 9.13e-04 | 1457s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 12000/60000 | loss 0.0001 | lr 9.06e-04 | 1519s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 12500/60000 | loss 0.0000 | lr 8.98e-04 | 1581s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 13000/60000 | loss 0.0000 | lr 8.90e-04 | 1643s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 13500/60000 | loss 0.0000 | lr 8.82e-04 | 1705s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 14000/60000 | loss 0.0000 | lr 8.73e-04 | 1766s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 14500/60000 | loss 0.0001 | lr 8.64e-04 | 1828s
[GPU 3] Saved V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2_itr15000.pt
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 15000/60000 | loss 0.0000 | lr 8.55e-04 | 1890s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 15500/60000 | loss 0.0000 | lr 8.46e-04 | 1953s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 16000/60000 | loss 0.0000 | lr 8.36e-04 | 2016s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 16500/60000 | loss 0.0000 | lr 8.26e-04 | 2079s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 17000/60000 | loss 0.0000 | lr 8.16e-04 | 2142s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 17500/60000 | loss 0.0000 | lr 8.06e-04 | 2205s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 18000/60000 | loss 0.0000 | lr 7.96e-04 | 2269s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 18500/60000 | loss 0.0000 | lr 7.85e-04 | 2330s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 19000/60000 | loss 0.0000 | lr 7.74e-04 | 2391s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 19500/60000 | loss 0.0000 | lr 7.63e-04 | 2453s
[GPU 3] Saved V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2_itr20000.pt
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 20000/60000 | loss 0.0000 | lr 7.52e-04 | 2514s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 20500/60000 | loss 0.0000 | lr 7.40e-04 | 2578s
[GPU 3] V128_B32_LR1e-03_MI60000_LN1_E64_H1_L2 | itr 21000/60000 | loss 0.0000 | lr 7.29e-04 | 2644s
