training:  19%|█▉        | 7737/40000 [00:46<03:13, 166.93it/s]
itr: 0 lr: 2.494e-07 train loss: 4.861309 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=0.29s)
itr: 250 lr: 6.259e-05 train loss: 4.848451 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.52s)
itr: 500 lr: 1.000e-04 train loss: 4.802965 train token_acc: 0.0112 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 750 lr: 9.998e-05 train loss: 4.619472 train token_acc: 0.0232 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 1000 lr: 9.994e-05 train loss: 4.152943 train token_acc: 0.0239 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 1250 lr: 9.989e-05 train loss: 3.861655 train token_acc: 0.0398 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 1500 lr: 9.981e-05 train loss: 3.642978 train token_acc: 0.0484 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 1750 lr: 9.972e-05 train loss: 3.491019 train token_acc: 0.0594 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 2000 lr: 9.960e-05 train loss: 3.389548 train token_acc: 0.0673 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 2250 lr: 9.947e-05 train loss: 3.329854 train token_acc: 0.0702 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 2500 lr: 9.931e-05 train loss: 3.273220 train token_acc: 0.0749 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 2750 lr: 9.914e-05 train loss: 3.204886 train token_acc: 0.0797 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 3000 lr: 9.895e-05 train loss: 3.145420 train token_acc: 0.0837 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 3250 lr: 9.874e-05 train loss: 3.103818 train token_acc: 0.0867 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 3500 lr: 9.851e-05 train loss: 3.050951 train token_acc: 0.0925 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 3750 lr: 9.826e-05 train loss: 2.996983 train token_acc: 0.0976 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 4000 lr: 9.799e-05 train loss: 2.938924 train token_acc: 0.1078 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 4250 lr: 9.771e-05 train loss: 2.874772 train token_acc: 0.1166 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 4500 lr: 9.740e-05 train loss: 2.803574 train token_acc: 0.1325 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 4750 lr: 9.708e-05 train loss: 2.736829 train token_acc: 0.1451 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 5000 lr: 9.674e-05 train loss: 2.677238 train token_acc: 0.1690 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 5250 lr: 9.638e-05 train loss: 2.609163 train token_acc: 0.1873 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 5500 lr: 9.600e-05 train loss: 2.557628 train token_acc: 0.2059 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 5750 lr: 9.561e-05 train loss: 2.507493 train token_acc: 0.2189 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 6000 lr: 9.519e-05 train loss: 2.461492 train token_acc: 0.2341 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 6250 lr: 9.476e-05 train loss: 2.416466 train token_acc: 0.2497 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 6500 lr: 9.432e-05 train loss: 2.368722 train token_acc: 0.2616 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 6750 lr: 9.385e-05 train loss: 2.330478 train token_acc: 0.2711 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 7000 lr: 9.337e-05 train loss: 2.295525 train token_acc: 0.2824 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 7250 lr: 9.287e-05 train loss: 2.246933 train token_acc: 0.2968 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 7500 lr: 9.235e-05 train loss: 2.209344 train token_acc: 0.3095 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 7750 lr: 9.182e-05 train loss: 2.174680 train token_acc: 0.3229 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 8000 lr: 9.127e-05 train loss: 2.126019 train token_acc: 0.3388 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 8250 lr: 9.071e-05 train loss: 2.081659 train token_acc: 0.3501 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 8500 lr: 9.013e-05 train loss: 2.040718 train token_acc: 0.3663 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 8750 lr: 8.953e-05 train loss: 1.992046 train token_acc: 0.3860 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 9000 lr: 8.892e-05 train loss: 1.951660 train token_acc: 0.3999 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 9250 lr: 8.829e-05 train loss: 1.904595 train token_acc: 0.4165 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 9500 lr: 8.765e-05 train loss: 1.867733 train token_acc: 0.4292 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 9750 lr: 8.700e-05 train loss: 1.829790 train token_acc: 0.4435 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 10000 lr: 8.632e-05 train loss: 1.776102 train token_acc: 0.4581 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
itr: 10250 lr: 8.564e-05 train loss: 1.741908 train token_acc: 0.4725 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.50s)
