training:  19%|█▉        | 7741/40000 [00:56<03:54, 137.69it/s]
itr: 0 lr: 2.494e-07 train loss: 4.878354 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=0.28s)
itr: 250 lr: 6.259e-05 train loss: 4.842214 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.84s)
itr: 500 lr: 1.000e-04 train loss: 4.637415 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 750 lr: 9.998e-05 train loss: 3.904230 train token_acc: 0.0086 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 1000 lr: 9.994e-05 train loss: 3.497320 train token_acc: 0.0118 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 1250 lr: 9.989e-05 train loss: 3.303464 train token_acc: 0.0221 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 1500 lr: 9.981e-05 train loss: 3.102229 train token_acc: 0.0763 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 1750 lr: 9.972e-05 train loss: 2.774653 train token_acc: 0.1825 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 2000 lr: 9.960e-05 train loss: 2.395282 train token_acc: 0.3109 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 2250 lr: 9.947e-05 train loss: 2.020321 train token_acc: 0.4146 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 2500 lr: 9.931e-05 train loss: 1.695131 train token_acc: 0.4988 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 2750 lr: 9.914e-05 train loss: 1.472984 train token_acc: 0.5585 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 3000 lr: 9.895e-05 train loss: 1.293865 train token_acc: 0.6100 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 3250 lr: 9.874e-05 train loss: 1.140925 train token_acc: 0.6571 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 3500 lr: 9.851e-05 train loss: 1.030657 train token_acc: 0.6917 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 3750 lr: 9.826e-05 train loss: 0.918613 train token_acc: 0.7214 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=1.82s)
itr: 4000 lr: 9.799e-05 train loss: 0.821823 train token_acc: 0.7489 train exact_match_acc: 0.0012 (K~16.00, min=16, max=16, dt=1.82s)
itr: 4250 lr: 9.771e-05 train loss: 0.707017 train token_acc: 0.7807 train exact_match_acc: 0.0042 (K~16.00, min=16, max=16, dt=1.82s)
itr: 4500 lr: 9.740e-05 train loss: 0.616184 train token_acc: 0.8164 train exact_match_acc: 0.0281 (K~16.00, min=16, max=16, dt=1.82s)
itr: 4750 lr: 9.708e-05 train loss: 0.493243 train token_acc: 0.8550 train exact_match_acc: 0.0833 (K~16.00, min=16, max=16, dt=1.82s)
itr: 5000 lr: 9.674e-05 train loss: 0.357388 train token_acc: 0.9028 train exact_match_acc: 0.2271 (K~16.00, min=16, max=16, dt=1.82s)
itr: 5250 lr: 9.638e-05 train loss: 0.259611 train token_acc: 0.9325 train exact_match_acc: 0.3584 (K~16.00, min=16, max=16, dt=1.82s)
itr: 5500 lr: 9.600e-05 train loss: 0.200368 train token_acc: 0.9507 train exact_match_acc: 0.4697 (K~16.00, min=16, max=16, dt=1.82s)
itr: 5750 lr: 9.561e-05 train loss: 0.151474 train token_acc: 0.9657 train exact_match_acc: 0.5908 (K~16.00, min=16, max=16, dt=1.82s)
itr: 6000 lr: 9.519e-05 train loss: 0.120933 train token_acc: 0.9753 train exact_match_acc: 0.6865 (K~16.00, min=16, max=16, dt=1.82s)
itr: 6250 lr: 9.476e-05 train loss: 0.110048 train token_acc: 0.9824 train exact_match_acc: 0.7603 (K~16.00, min=16, max=16, dt=1.82s)
itr: 6500 lr: 9.432e-05 train loss: 0.090701 train token_acc: 0.9871 train exact_match_acc: 0.8186 (K~16.00, min=16, max=16, dt=1.82s)
itr: 6750 lr: 9.385e-05 train loss: 0.072966 train token_acc: 0.9908 train exact_match_acc: 0.8694 (K~16.00, min=16, max=16, dt=1.82s)
itr: 7000 lr: 9.337e-05 train loss: 0.067856 train token_acc: 0.9924 train exact_match_acc: 0.8875 (K~16.00, min=16, max=16, dt=1.82s)
itr: 7250 lr: 9.287e-05 train loss: 0.052234 train token_acc: 0.9941 train exact_match_acc: 0.9106 (K~16.00, min=16, max=16, dt=1.82s)
itr: 7500 lr: 9.235e-05 train loss: 0.046267 train token_acc: 0.9959 train exact_match_acc: 0.9358 (K~16.00, min=16, max=16, dt=1.82s)
itr: 7750 lr: 9.182e-05 train loss: 0.037718 train token_acc: 0.9961 train exact_match_acc: 0.9392 (K~16.00, min=16, max=16, dt=1.82s)
itr: 8000 lr: 9.127e-05 train loss: 0.036257 train token_acc: 0.9967 train exact_match_acc: 0.9478 (K~16.00, min=16, max=16, dt=1.82s)
itr: 8250 lr: 9.071e-05 train loss: 0.036382 train token_acc: 0.9972 train exact_match_acc: 0.9556 (K~16.00, min=16, max=16, dt=1.82s)
itr: 8500 lr: 9.013e-05 train loss: 0.025601 train token_acc: 0.9978 train exact_match_acc: 0.9646 (K~16.00, min=16, max=16, dt=1.82s)
itr: 8750 lr: 8.953e-05 train loss: 0.032597 train token_acc: 0.9978 train exact_match_acc: 0.9644 (K~16.00, min=16, max=16, dt=1.82s)
itr: 9000 lr: 8.892e-05 train loss: 0.023755 train token_acc: 0.9982 train exact_match_acc: 0.9709 (K~16.00, min=16, max=16, dt=1.82s)
itr: 9250 lr: 8.829e-05 train loss: 0.023508 train token_acc: 0.9985 train exact_match_acc: 0.9763 (K~16.00, min=16, max=16, dt=1.82s)
