training:  19%|█▉        | 7746/40000 [01:53<07:51, 68.39it/s]
itr: 0 lr: 2.494e-07 train loss: 5.556691 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=0.28s)
itr: 250 lr: 6.259e-05 train loss: 5.428509 train token_acc: 0.0036 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.68s)
itr: 500 lr: 1.000e-04 train loss: 3.917536 train token_acc: 0.0385 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.66s)
itr: 750 lr: 9.998e-05 train loss: 3.342841 train token_acc: 0.1468 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.66s)
itr: 1000 lr: 9.994e-05 train loss: 2.589822 train token_acc: 0.3487 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.66s)
itr: 1250 lr: 9.989e-05 train loss: 1.872158 train token_acc: 0.5147 train exact_match_acc: 0.0002 (K~16.00, min=16, max=16, dt=3.66s)
itr: 1500 lr: 9.981e-05 train loss: 1.451183 train token_acc: 0.6084 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.66s)
itr: 1750 lr: 9.972e-05 train loss: 1.189225 train token_acc: 0.6758 train exact_match_acc: 0.0007 (K~16.00, min=16, max=16, dt=3.66s)
itr: 2000 lr: 9.960e-05 train loss: 1.014983 train token_acc: 0.7205 train exact_match_acc: 0.0071 (K~16.00, min=16, max=16, dt=3.66s)
itr: 2250 lr: 9.947e-05 train loss: 0.892512 train token_acc: 0.7520 train exact_match_acc: 0.0149 (K~16.00, min=16, max=16, dt=3.66s)
itr: 2500 lr: 9.931e-05 train loss: 0.797811 train token_acc: 0.7791 train exact_match_acc: 0.0281 (K~16.00, min=16, max=16, dt=3.66s)
itr: 2750 lr: 9.914e-05 train loss: 0.720446 train token_acc: 0.7997 train exact_match_acc: 0.0408 (K~16.00, min=16, max=16, dt=3.66s)
itr: 3000 lr: 9.895e-05 train loss: 0.666543 train token_acc: 0.8133 train exact_match_acc: 0.0527 (K~16.00, min=16, max=16, dt=3.66s)
itr: 3250 lr: 9.874e-05 train loss: 0.613623 train token_acc: 0.8282 train exact_match_acc: 0.0625 (K~16.00, min=16, max=16, dt=3.66s)
itr: 3500 lr: 9.851e-05 train loss: 0.549417 train token_acc: 0.8463 train exact_match_acc: 0.0940 (K~16.00, min=16, max=16, dt=3.66s)
itr: 3750 lr: 9.826e-05 train loss: 0.517525 train token_acc: 0.8559 train exact_match_acc: 0.1052 (K~16.00, min=16, max=16, dt=3.66s)
itr: 4000 lr: 9.799e-05 train loss: 0.481748 train token_acc: 0.8642 train exact_match_acc: 0.1233 (K~16.00, min=16, max=16, dt=3.66s)
itr: 4250 lr: 9.771e-05 train loss: 0.444156 train token_acc: 0.8766 train exact_match_acc: 0.1521 (K~16.00, min=16, max=16, dt=3.66s)
