training:  19%|█▉        | 7746/40000 [02:33<10:36, 50.68it/s]
itr: 0 lr: 2.494e-07 train loss: 5.606211 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=0.27s)
itr: 250 lr: 6.259e-05 train loss: 4.910760 train token_acc: 0.0021 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.98s)
itr: 500 lr: 1.000e-04 train loss: 3.410941 train token_acc: 0.1416 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.94s)
itr: 750 lr: 9.998e-05 train loss: 2.150174 train token_acc: 0.5655 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.93s)
itr: 1000 lr: 9.994e-05 train loss: 1.042976 train token_acc: 0.7796 train exact_match_acc: 0.0017 (K~32.00, min=32, max=32, dt=4.93s)
itr: 1250 lr: 9.989e-05 train loss: 0.524040 train token_acc: 0.8907 train exact_match_acc: 0.0305 (K~32.00, min=32, max=32, dt=4.94s)
itr: 1500 lr: 9.981e-05 train loss: 0.286234 train token_acc: 0.9561 train exact_match_acc: 0.2119 (K~32.00, min=32, max=32, dt=4.93s)
itr: 1750 lr: 9.972e-05 train loss: 0.179600 train token_acc: 0.9763 train exact_match_acc: 0.4304 (K~32.00, min=32, max=32, dt=4.93s)
itr: 2000 lr: 9.960e-05 train loss: 0.125814 train token_acc: 0.9842 train exact_match_acc: 0.5730 (K~32.00, min=32, max=32, dt=4.93s)
itr: 2250 lr: 9.947e-05 train loss: 0.095172 train token_acc: 0.9886 train exact_match_acc: 0.6733 (K~32.00, min=32, max=32, dt=4.93s)
itr: 2500 lr: 9.931e-05 train loss: 0.073905 train token_acc: 0.9913 train exact_match_acc: 0.7454 (K~32.00, min=32, max=32, dt=4.93s)
itr: 2750 lr: 9.914e-05 train loss: 0.057463 train token_acc: 0.9931 train exact_match_acc: 0.7898 (K~32.00, min=32, max=32, dt=4.93s)
itr: 3000 lr: 9.895e-05 train loss: 0.051065 train token_acc: 0.9940 train exact_match_acc: 0.8154 (K~32.00, min=32, max=32, dt=4.94s)
itr: 3250 lr: 9.874e-05 train loss: 0.042767 train token_acc: 0.9950 train exact_match_acc: 0.8442 (K~32.00, min=32, max=32, dt=4.93s)
itr: 3500 lr: 9.851e-05 train loss: 0.038156 train token_acc: 0.9956 train exact_match_acc: 0.8630 (K~32.00, min=32, max=32, dt=4.94s)
itr: 3750 lr: 9.826e-05 train loss: 0.030561 train token_acc: 0.9964 train exact_match_acc: 0.8884 (K~32.00, min=32, max=32, dt=4.93s)
itr: 4000 lr: 9.799e-05 train loss: 0.030413 train token_acc: 0.9964 train exact_match_acc: 0.8862 (K~32.00, min=32, max=32, dt=4.94s)
itr: 4250 lr: 9.771e-05 train loss: 0.024462 train token_acc: 0.9973 train exact_match_acc: 0.9138 (K~32.00, min=32, max=32, dt=4.93s)
itr: 4500 lr: 9.740e-05 train loss: 0.022252 train token_acc: 0.9973 train exact_match_acc: 0.9170 (K~32.00, min=32, max=32, dt=4.94s)
itr: 4750 lr: 9.708e-05 train loss: 0.020821 train token_acc: 0.9976 train exact_match_acc: 0.9229 (K~32.00, min=32, max=32, dt=4.93s)
itr: 5000 lr: 9.674e-05 train loss: 0.021031 train token_acc: 0.9974 train exact_match_acc: 0.9192 (K~32.00, min=32, max=32, dt=4.93s)
itr: 5250 lr: 9.638e-05 train loss: 0.018453 train token_acc: 0.9976 train exact_match_acc: 0.9246 (K~32.00, min=32, max=32, dt=4.93s)
itr: 5500 lr: 9.600e-05 train loss: 0.016379 train token_acc: 0.9979 train exact_match_acc: 0.9329 (K~32.00, min=32, max=32, dt=4.93s)
itr: 5750 lr: 9.561e-05 train loss: 0.016107 train token_acc: 0.9980 train exact_match_acc: 0.9351 (K~32.00, min=32, max=32, dt=4.93s)
itr: 6000 lr: 9.519e-05 train loss: 0.014760 train token_acc: 0.9981 train exact_match_acc: 0.9402 (K~32.00, min=32, max=32, dt=4.94s)
itr: 6250 lr: 9.476e-05 train loss: 0.014485 train token_acc: 0.9982 train exact_match_acc: 0.9436 (K~32.00, min=32, max=32, dt=4.93s)
itr: 6500 lr: 9.432e-05 train loss: 0.013340 train token_acc: 0.9984 train exact_match_acc: 0.9485 (K~32.00, min=32, max=32, dt=4.93s)
itr: 6750 lr: 9.385e-05 train loss: 0.011101 train token_acc: 0.9985 train exact_match_acc: 0.9534 (K~32.00, min=32, max=32, dt=4.93s)
itr: 7000 lr: 9.337e-05 train loss: 0.011932 train token_acc: 0.9985 train exact_match_acc: 0.9512 (K~32.00, min=32, max=32, dt=4.94s)
itr: 7250 lr: 9.287e-05 train loss: 0.011561 train token_acc: 0.9986 train exact_match_acc: 0.9553 (K~32.00, min=32, max=32, dt=4.93s)
itr: 7500 lr: 9.235e-05 train loss: 0.011726 train token_acc: 0.9984 train exact_match_acc: 0.9485 (K~32.00, min=32, max=32, dt=4.93s)
itr: 7750 lr: 9.182e-05 train loss: 0.009972 train token_acc: 0.9986 train exact_match_acc: 0.9561 (K~32.00, min=32, max=32, dt=4.93s)
itr: 8000 lr: 9.127e-05 train loss: 0.009417 train token_acc: 0.9986 train exact_match_acc: 0.9568 (K~32.00, min=32, max=32, dt=4.94s)
itr: 8250 lr: 9.071e-05 train loss: 0.009734 train token_acc: 0.9988 train exact_match_acc: 0.9602 (K~32.00, min=32, max=32, dt=4.93s)
itr: 8500 lr: 9.013e-05 train loss: 0.008248 train token_acc: 0.9989 train exact_match_acc: 0.9641 (K~32.00, min=32, max=32, dt=4.93s)
itr: 8750 lr: 8.953e-05 train loss: 0.009553 train token_acc: 0.9987 train exact_match_acc: 0.9573 (K~32.00, min=32, max=32, dt=4.93s)
itr: 9000 lr: 8.892e-05 train loss: 0.007562 train token_acc: 0.9990 train exact_match_acc: 0.9683 (K~32.00, min=32, max=32, dt=4.93s)
itr: 9250 lr: 8.829e-05 train loss: 0.007719 train token_acc: 0.9989 train exact_match_acc: 0.9646 (K~32.00, min=32, max=32, dt=4.93s)
itr: 9500 lr: 8.765e-05 train loss: 0.008285 train token_acc: 0.9989 train exact_match_acc: 0.9651 (K~32.00, min=32, max=32, dt=4.93s)
itr: 9750 lr: 8.700e-05 train loss: 0.007437 train token_acc: 0.9989 train exact_match_acc: 0.9658 (K~32.00, min=32, max=32, dt=4.93s)
itr: 10000 lr: 8.632e-05 train loss: 0.008584 train token_acc: 0.9989 train exact_match_acc: 0.9634 (K~32.00, min=32, max=32, dt=4.93s)
itr: 10250 lr: 8.564e-05 train loss: 0.006596 train token_acc: 0.9990 train exact_match_acc: 0.9673 (K~32.00, min=32, max=32, dt=4.93s)
itr: 10500 lr: 8.494e-05 train loss: 0.007109 train token_acc: 0.9989 train exact_match_acc: 0.9641 (K~32.00, min=32, max=32, dt=4.94s)
itr: 10750 lr: 8.423e-05 train loss: 0.006397 train token_acc: 0.9990 train exact_match_acc: 0.9700 (K~32.00, min=32, max=32, dt=4.93s)
itr: 11000 lr: 8.351e-05 train loss: 0.005191 train token_acc: 0.9992 train exact_match_acc: 0.9729 (K~32.00, min=32, max=32, dt=4.93s)
itr: 11250 lr: 8.277e-05 train loss: 0.006350 train token_acc: 0.9990 train exact_match_acc: 0.9688 (K~32.00, min=32, max=32, dt=4.93s)
itr: 11500 lr: 8.202e-05 train loss: 0.005173 train token_acc: 0.9992 train exact_match_acc: 0.9753 (K~32.00, min=32, max=32, dt=4.94s)
itr: 11750 lr: 8.125e-05 train loss: 0.006106 train token_acc: 0.9990 train exact_match_acc: 0.9697 (K~32.00, min=32, max=32, dt=4.93s)
itr: 12000 lr: 8.048e-05 train loss: 0.007006 train token_acc: 0.9989 train exact_match_acc: 0.9648 (K~32.00, min=32, max=32, dt=4.93s)
itr: 12250 lr: 7.969e-05 train loss: 0.006503 train token_acc: 0.9990 train exact_match_acc: 0.9692 (K~32.00, min=32, max=32, dt=4.93s)
itr: 12500 lr: 7.889e-05 train loss: 0.006043 train token_acc: 0.9990 train exact_match_acc: 0.9685 (K~32.00, min=32, max=32, dt=4.94s)
itr: 12750 lr: 7.808e-05 train loss: 0.005790 train token_acc: 0.9990 train exact_match_acc: 0.9675 (K~32.00, min=32, max=32, dt=4.93s)
itr: 13000 lr: 7.726e-05 train loss: 0.004866 train token_acc: 0.9993 train exact_match_acc: 0.9763 (K~32.00, min=32, max=32, dt=4.94s)
itr: 13250 lr: 7.643e-05 train loss: 0.005286 train token_acc: 0.9992 train exact_match_acc: 0.9753 (K~32.00, min=32, max=32, dt=4.93s)
itr: 13500 lr: 7.559e-05 train loss: 0.005750 train token_acc: 0.9991 train exact_match_acc: 0.9707 (K~32.00, min=32, max=32, dt=4.93s)
itr: 13750 lr: 7.474e-05 train loss: 0.005418 train token_acc: 0.9992 train exact_match_acc: 0.9739 (K~32.00, min=32, max=32, dt=4.93s)
itr: 14000 lr: 7.388e-05 train loss: 0.004317 train token_acc: 0.9993 train exact_match_acc: 0.9763 (K~32.00, min=32, max=32, dt=4.94s)
itr: 14250 lr: 7.301e-05 train loss: 0.004800 train token_acc: 0.9992 train exact_match_acc: 0.9746 (K~32.00, min=32, max=32, dt=4.93s)
itr: 14500 lr: 7.213e-05 train loss: 0.004137 train token_acc: 0.9993 train exact_match_acc: 0.9775 (K~32.00, min=32, max=32, dt=4.94s)
itr: 14750 lr: 7.124e-05 train loss: 0.004870 train token_acc: 0.9992 train exact_match_acc: 0.9734 (K~32.00, min=32, max=32, dt=4.93s)
itr: 15000 lr: 7.035e-05 train loss: 0.004080 train token_acc: 0.9993 train exact_match_acc: 0.9780 (K~32.00, min=32, max=32, dt=4.94s)
itr: 15250 lr: 6.944e-05 train loss: 0.003577 train token_acc: 0.9994 train exact_match_acc: 0.9810 (K~32.00, min=32, max=32, dt=4.93s)
itr: 15500 lr: 6.853e-05 train loss: 0.003814 train token_acc: 0.9993 train exact_match_acc: 0.9790 (K~32.00, min=32, max=32, dt=4.94s)
itr: 15750 lr: 6.761e-05 train loss: 0.004004 train token_acc: 0.9993 train exact_match_acc: 0.9785 (K~32.00, min=32, max=32, dt=4.93s)
itr: 16000 lr: 6.669e-05 train loss: 0.004161 train token_acc: 0.9993 train exact_match_acc: 0.9780 (K~32.00, min=32, max=32, dt=4.93s)
itr: 16250 lr: 6.576e-05 train loss: 0.003863 train token_acc: 0.9993 train exact_match_acc: 0.9788 (K~32.00, min=32, max=32, dt=4.93s)
itr: 16500 lr: 6.482e-05 train loss: 0.003955 train token_acc: 0.9994 train exact_match_acc: 0.9792 (K~32.00, min=32, max=32, dt=4.94s)
itr: 16750 lr: 6.388e-05 train loss: 0.003898 train token_acc: 0.9993 train exact_match_acc: 0.9790 (K~32.00, min=32, max=32, dt=4.93s)
