training:  19%|█▉        | 7742/40000 [01:06<04:37, 116.09it/s]
itr: 0 lr: 2.494e-07 train loss: 4.885017 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=0.28s)
itr: 250 lr: 6.259e-05 train loss: 4.581407 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.18s)
itr: 500 lr: 1.000e-04 train loss: 3.703261 train token_acc: 0.0844 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.16s)
itr: 750 lr: 9.998e-05 train loss: 3.019615 train token_acc: 0.3528 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.15s)
itr: 1000 lr: 9.994e-05 train loss: 2.427874 train token_acc: 0.5564 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.16s)
itr: 1250 lr: 9.989e-05 train loss: 1.788421 train token_acc: 0.6599 train exact_match_acc: 0.0017 (K~16.00, min=16, max=16, dt=2.16s)
itr: 1500 lr: 9.981e-05 train loss: 1.262925 train token_acc: 0.7400 train exact_match_acc: 0.0112 (K~16.00, min=16, max=16, dt=2.16s)
itr: 1750 lr: 9.972e-05 train loss: 0.889246 train token_acc: 0.8022 train exact_match_acc: 0.0393 (K~16.00, min=16, max=16, dt=2.16s)
itr: 2000 lr: 9.960e-05 train loss: 0.663509 train token_acc: 0.8434 train exact_match_acc: 0.0930 (K~16.00, min=16, max=16, dt=2.16s)
itr: 2250 lr: 9.947e-05 train loss: 0.513442 train token_acc: 0.8780 train exact_match_acc: 0.1499 (K~16.00, min=16, max=16, dt=2.16s)
itr: 2500 lr: 9.931e-05 train loss: 0.397829 train token_acc: 0.9073 train exact_match_acc: 0.2266 (K~16.00, min=16, max=16, dt=2.16s)
itr: 2750 lr: 9.914e-05 train loss: 0.325052 train token_acc: 0.9290 train exact_match_acc: 0.3228 (K~16.00, min=16, max=16, dt=2.16s)
itr: 3000 lr: 9.895e-05 train loss: 0.274119 train token_acc: 0.9473 train exact_match_acc: 0.4160 (K~16.00, min=16, max=16, dt=2.16s)
itr: 3250 lr: 9.874e-05 train loss: 0.227757 train token_acc: 0.9594 train exact_match_acc: 0.4963 (K~16.00, min=16, max=16, dt=2.16s)
itr: 3500 lr: 9.851e-05 train loss: 0.198649 train token_acc: 0.9675 train exact_match_acc: 0.5776 (K~16.00, min=16, max=16, dt=2.16s)
itr: 3750 lr: 9.826e-05 train loss: 0.168474 train token_acc: 0.9743 train exact_match_acc: 0.6433 (K~16.00, min=16, max=16, dt=2.16s)
itr: 4000 lr: 9.799e-05 train loss: 0.152639 train token_acc: 0.9789 train exact_match_acc: 0.6975 (K~16.00, min=16, max=16, dt=2.16s)
itr: 4250 lr: 9.771e-05 train loss: 0.131035 train token_acc: 0.9821 train exact_match_acc: 0.7349 (K~16.00, min=16, max=16, dt=2.16s)
itr: 4500 lr: 9.740e-05 train loss: 0.123579 train token_acc: 0.9836 train exact_match_acc: 0.7532 (K~16.00, min=16, max=16, dt=2.16s)
itr: 4750 lr: 9.708e-05 train loss: 0.111824 train token_acc: 0.9852 train exact_match_acc: 0.7769 (K~16.00, min=16, max=16, dt=2.16s)
itr: 5000 lr: 9.674e-05 train loss: 0.105698 train token_acc: 0.9868 train exact_match_acc: 0.8005 (K~16.00, min=16, max=16, dt=2.16s)
itr: 5250 lr: 9.638e-05 train loss: 0.093936 train token_acc: 0.9888 train exact_match_acc: 0.8267 (K~16.00, min=16, max=16, dt=2.16s)
itr: 5500 lr: 9.600e-05 train loss: 0.083928 train token_acc: 0.9894 train exact_match_acc: 0.8374 (K~16.00, min=16, max=16, dt=2.16s)
itr: 5750 lr: 9.561e-05 train loss: 0.080651 train token_acc: 0.9903 train exact_match_acc: 0.8508 (K~16.00, min=16, max=16, dt=2.16s)
itr: 6000 lr: 9.519e-05 train loss: 0.068159 train token_acc: 0.9920 train exact_match_acc: 0.8755 (K~16.00, min=16, max=16, dt=2.16s)
itr: 6250 lr: 9.476e-05 train loss: 0.070295 train token_acc: 0.9921 train exact_match_acc: 0.8755 (K~16.00, min=16, max=16, dt=2.16s)
itr: 6500 lr: 9.432e-05 train loss: 0.064175 train token_acc: 0.9927 train exact_match_acc: 0.8845 (K~16.00, min=16, max=16, dt=2.16s)
itr: 6750 lr: 9.385e-05 train loss: 0.063444 train token_acc: 0.9933 train exact_match_acc: 0.8943 (K~16.00, min=16, max=16, dt=2.16s)
itr: 7000 lr: 9.337e-05 train loss: 0.058245 train token_acc: 0.9939 train exact_match_acc: 0.9041 (K~16.00, min=16, max=16, dt=2.16s)
itr: 7250 lr: 9.287e-05 train loss: 0.054709 train token_acc: 0.9941 train exact_match_acc: 0.9070 (K~16.00, min=16, max=16, dt=2.16s)
itr: 7500 lr: 9.235e-05 train loss: 0.051175 train token_acc: 0.9947 train exact_match_acc: 0.9172 (K~16.00, min=16, max=16, dt=2.16s)
itr: 7750 lr: 9.182e-05 train loss: 0.050083 train token_acc: 0.9946 train exact_match_acc: 0.9138 (K~16.00, min=16, max=16, dt=2.16s)
