training:  19%|█▉        | 7749/40000 [02:23<09:58, 53.90it/s]
itr: 0 lr: 2.494e-07 train loss: 4.862244 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=0.28s)
itr: 250 lr: 6.259e-05 train loss: 4.846660 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.67s)
itr: 500 lr: 1.000e-04 train loss: 4.705368 train token_acc: 0.0214 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 750 lr: 9.998e-05 train loss: 3.840093 train token_acc: 0.0417 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 1000 lr: 9.994e-05 train loss: 2.864042 train token_acc: 0.1032 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 1250 lr: 9.989e-05 train loss: 2.713513 train token_acc: 0.1274 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 1500 lr: 9.981e-05 train loss: 2.679583 train token_acc: 0.1393 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 1750 lr: 9.972e-05 train loss: 2.653752 train token_acc: 0.1424 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 2000 lr: 9.960e-05 train loss: 2.644055 train token_acc: 0.1467 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 2250 lr: 9.947e-05 train loss: 2.641580 train token_acc: 0.1497 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 2500 lr: 9.931e-05 train loss: 2.617408 train token_acc: 0.1553 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 2750 lr: 9.914e-05 train loss: 2.662892 train token_acc: 0.1493 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 3000 lr: 9.895e-05 train loss: 2.591928 train token_acc: 0.1582 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 3250 lr: 9.874e-05 train loss: 2.577555 train token_acc: 0.1594 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 3500 lr: 9.851e-05 train loss: 2.561927 train token_acc: 0.1578 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 3750 lr: 9.826e-05 train loss: 2.549527 train token_acc: 0.1617 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 4000 lr: 9.799e-05 train loss: 2.534431 train token_acc: 0.1710 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 4250 lr: 9.771e-05 train loss: 2.525102 train token_acc: 0.1666 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 4500 lr: 9.740e-05 train loss: 2.514256 train token_acc: 0.1711 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 4750 lr: 9.708e-05 train loss: 2.504618 train token_acc: 0.1722 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 5000 lr: 9.674e-05 train loss: 2.502864 train token_acc: 0.1763 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 5250 lr: 9.638e-05 train loss: 2.488917 train token_acc: 0.1737 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 5500 lr: 9.600e-05 train loss: 2.496683 train token_acc: 0.1702 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 5750 lr: 9.561e-05 train loss: 2.467920 train token_acc: 0.1794 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 6000 lr: 9.519e-05 train loss: 2.468843 train token_acc: 0.1794 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 6250 lr: 9.476e-05 train loss: 2.471888 train token_acc: 0.1749 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 6500 lr: 9.432e-05 train loss: 2.446675 train token_acc: 0.1846 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 6750 lr: 9.385e-05 train loss: 2.450194 train token_acc: 0.1863 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 7000 lr: 9.337e-05 train loss: 2.428881 train token_acc: 0.1874 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
