training:  19%|█▉        | 7748/40000 [02:34<10:41, 50.28it/s]
itr: 0 lr: 2.494e-07 train loss: 5.659950 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=0.27s)
itr: 250 lr: 6.259e-05 train loss: 4.111771 train token_acc: 0.0599 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=5.01s)
itr: 500 lr: 1.000e-04 train loss: 1.011323 train token_acc: 0.7761 train exact_match_acc: 0.0254 (K~16.00, min=16, max=16, dt=4.97s)
itr: 750 lr: 9.998e-05 train loss: 0.218502 train token_acc: 0.9632 train exact_match_acc: 0.5544 (K~16.00, min=16, max=16, dt=4.97s)
itr: 1000 lr: 9.994e-05 train loss: 0.077423 train token_acc: 0.9900 train exact_match_acc: 0.8450 (K~16.00, min=16, max=16, dt=4.98s)
itr: 1250 lr: 9.989e-05 train loss: 0.037324 train token_acc: 0.9952 train exact_match_acc: 0.9246 (K~16.00, min=16, max=16, dt=4.98s)
itr: 1500 lr: 9.981e-05 train loss: 0.023029 train token_acc: 0.9972 train exact_match_acc: 0.9546 (K~16.00, min=16, max=16, dt=4.97s)
itr: 1750 lr: 9.972e-05 train loss: 0.017594 train token_acc: 0.9973 train exact_match_acc: 0.9573 (K~16.00, min=16, max=16, dt=4.97s)
itr: 2000 lr: 9.960e-05 train loss: 0.010406 train token_acc: 0.9986 train exact_match_acc: 0.9775 (K~16.00, min=16, max=16, dt=4.97s)
itr: 2250 lr: 9.947e-05 train loss: 0.008525 train token_acc: 0.9988 train exact_match_acc: 0.9805 (K~16.00, min=16, max=16, dt=4.97s)
itr: 2500 lr: 9.931e-05 train loss: 0.005882 train token_acc: 0.9990 train exact_match_acc: 0.9846 (K~16.00, min=16, max=16, dt=4.97s)
itr: 2750 lr: 9.914e-05 train loss: 0.005222 train token_acc: 0.9991 train exact_match_acc: 0.9861 (K~16.00, min=16, max=16, dt=4.97s)
itr: 3000 lr: 9.895e-05 train loss: 0.003748 train token_acc: 0.9994 train exact_match_acc: 0.9905 (K~16.00, min=16, max=16, dt=4.97s)
itr: 3250 lr: 9.874e-05 train loss: 0.004022 train token_acc: 0.9993 train exact_match_acc: 0.9885 (K~16.00, min=16, max=16, dt=4.97s)
itr: 3500 lr: 9.851e-05 train loss: 0.003166 train token_acc: 0.9994 train exact_match_acc: 0.9910 (K~16.00, min=16, max=16, dt=4.97s)
itr: 3750 lr: 9.826e-05 train loss: 0.002440 train token_acc: 0.9996 train exact_match_acc: 0.9932 (K~16.00, min=16, max=16, dt=4.98s)
itr: 4000 lr: 9.799e-05 train loss: 0.002270 train token_acc: 0.9996 train exact_match_acc: 0.9929 (K~16.00, min=16, max=16, dt=4.98s)
itr: 4250 lr: 9.771e-05 train loss: 0.001737 train token_acc: 0.9998 train exact_match_acc: 0.9966 (K~16.00, min=16, max=16, dt=4.98s)
itr: 4500 lr: 9.740e-05 train loss: 0.001753 train token_acc: 0.9996 train exact_match_acc: 0.9939 (K~16.00, min=16, max=16, dt=4.97s)
itr: 4750 lr: 9.708e-05 train loss: 0.001740 train token_acc: 0.9996 train exact_match_acc: 0.9944 (K~16.00, min=16, max=16, dt=4.98s)
itr: 5000 lr: 9.674e-05 train loss: 0.001358 train token_acc: 0.9998 train exact_match_acc: 0.9961 (K~16.00, min=16, max=16, dt=4.98s)
itr: 5250 lr: 9.638e-05 train loss: 0.001040 train token_acc: 0.9999 train exact_match_acc: 0.9978 (K~16.00, min=16, max=16, dt=4.98s)
itr: 5500 lr: 9.600e-05 train loss: 0.001228 train token_acc: 0.9998 train exact_match_acc: 0.9961 (K~16.00, min=16, max=16, dt=4.98s)
itr: 5750 lr: 9.561e-05 train loss: 0.001290 train token_acc: 0.9998 train exact_match_acc: 0.9966 (K~16.00, min=16, max=16, dt=4.98s)
itr: 6000 lr: 9.519e-05 train loss: 0.001508 train token_acc: 0.9997 train exact_match_acc: 0.9949 (K~16.00, min=16, max=16, dt=4.98s)
itr: 6250 lr: 9.476e-05 train loss: 0.001148 train token_acc: 0.9998 train exact_match_acc: 0.9963 (K~16.00, min=16, max=16, dt=4.98s)
itr: 6500 lr: 9.432e-05 train loss: 0.001138 train token_acc: 0.9998 train exact_match_acc: 0.9966 (K~16.00, min=16, max=16, dt=4.98s)
itr: 6750 lr: 9.385e-05 train loss: 0.000976 train token_acc: 0.9998 train exact_match_acc: 0.9961 (K~16.00, min=16, max=16, dt=4.97s)
itr: 7000 lr: 9.337e-05 train loss: 0.000677 train token_acc: 0.9999 train exact_match_acc: 0.9980 (K~16.00, min=16, max=16, dt=4.98s)
itr: 7250 lr: 9.287e-05 train loss: 0.000809 train token_acc: 0.9998 train exact_match_acc: 0.9973 (K~16.00, min=16, max=16, dt=4.97s)
itr: 7500 lr: 9.235e-05 train loss: 0.000734 train token_acc: 0.9998 train exact_match_acc: 0.9973 (K~16.00, min=16, max=16, dt=4.98s)
itr: 7750 lr: 9.182e-05 train loss: 0.001044 train token_acc: 0.9998 train exact_match_acc: 0.9961 (K~16.00, min=16, max=16, dt=4.98s)
itr: 8000 lr: 9.127e-05 train loss: 0.000267 train token_acc: 0.9999 train exact_match_acc: 0.9990 (K~16.00, min=16, max=16, dt=4.98s)
itr: 8250 lr: 9.071e-05 train loss: 0.000625 train token_acc: 0.9999 train exact_match_acc: 0.9983 (K~16.00, min=16, max=16, dt=4.97s)
itr: 8500 lr: 9.013e-05 train loss: 0.000554 train token_acc: 0.9999 train exact_match_acc: 0.9978 (K~16.00, min=16, max=16, dt=4.97s)
itr: 8750 lr: 8.953e-05 train loss: 0.000651 train token_acc: 0.9998 train exact_match_acc: 0.9976 (K~16.00, min=16, max=16, dt=4.98s)
itr: 9000 lr: 8.892e-05 train loss: 0.000562 train token_acc: 0.9999 train exact_match_acc: 0.9983 (K~16.00, min=16, max=16, dt=4.98s)
itr: 9250 lr: 8.829e-05 train loss: 0.000455 train token_acc: 0.9999 train exact_match_acc: 0.9983 (K~16.00, min=16, max=16, dt=4.98s)
itr: 9500 lr: 8.765e-05 train loss: 0.000424 train token_acc: 0.9999 train exact_match_acc: 0.9985 (K~16.00, min=16, max=16, dt=4.98s)
itr: 9750 lr: 8.700e-05 train loss: 0.000288 train token_acc: 0.9999 train exact_match_acc: 0.9990 (K~16.00, min=16, max=16, dt=4.98s)
itr: 10000 lr: 8.632e-05 train loss: 0.000363 train token_acc: 0.9999 train exact_match_acc: 0.9990 (K~16.00, min=16, max=16, dt=4.98s)
itr: 10250 lr: 8.564e-05 train loss: 0.000365 train token_acc: 0.9999 train exact_match_acc: 0.9988 (K~16.00, min=16, max=16, dt=4.98s)
