training:  19%|█▉        | 7749/40000 [02:23<09:57, 53.95it/s]
itr: 0 lr: 2.494e-07 train loss: 4.860897 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=0.39s)
itr: 250 lr: 6.259e-05 train loss: 4.845813 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.66s)
itr: 500 lr: 1.000e-04 train loss: 4.700664 train token_acc: 0.0277 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 750 lr: 9.998e-05 train loss: 3.778960 train token_acc: 0.0410 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 1000 lr: 9.994e-05 train loss: 2.837058 train token_acc: 0.1101 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 1250 lr: 9.989e-05 train loss: 2.735384 train token_acc: 0.1263 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 1500 lr: 9.981e-05 train loss: 2.699580 train token_acc: 0.1307 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 1750 lr: 9.972e-05 train loss: 2.682221 train token_acc: 0.1350 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 2000 lr: 9.960e-05 train loss: 2.672491 train token_acc: 0.1366 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 2250 lr: 9.947e-05 train loss: 2.640543 train token_acc: 0.1459 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 2500 lr: 9.931e-05 train loss: 2.626422 train token_acc: 0.1511 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 2750 lr: 9.914e-05 train loss: 2.613326 train token_acc: 0.1507 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 3000 lr: 9.895e-05 train loss: 2.603946 train token_acc: 0.1540 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 3250 lr: 9.874e-05 train loss: 2.613828 train token_acc: 0.1508 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 3500 lr: 9.851e-05 train loss: 2.578628 train token_acc: 0.1587 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 3750 lr: 9.826e-05 train loss: 2.571794 train token_acc: 0.1611 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 4000 lr: 9.799e-05 train loss: 2.556402 train token_acc: 0.1633 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 4250 lr: 9.771e-05 train loss: 2.550782 train token_acc: 0.1655 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 4500 lr: 9.740e-05 train loss: 2.537094 train token_acc: 0.1678 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 4750 lr: 9.708e-05 train loss: 2.546233 train token_acc: 0.1640 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 5000 lr: 9.674e-05 train loss: 2.524004 train token_acc: 0.1700 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 5250 lr: 9.638e-05 train loss: 2.513090 train token_acc: 0.1726 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 5500 lr: 9.600e-05 train loss: 2.506223 train token_acc: 0.1747 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 5750 lr: 9.561e-05 train loss: 2.501792 train token_acc: 0.1720 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 6000 lr: 9.519e-05 train loss: 2.494151 train token_acc: 0.1760 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 6250 lr: 9.476e-05 train loss: 2.487892 train token_acc: 0.1780 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 6500 lr: 9.432e-05 train loss: 2.481658 train token_acc: 0.1764 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 6750 lr: 9.385e-05 train loss: 2.471334 train token_acc: 0.1781 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 7000 lr: 9.337e-05 train loss: 2.454857 train token_acc: 0.1837 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 7250 lr: 9.287e-05 train loss: 2.450390 train token_acc: 0.1828 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 7500 lr: 9.235e-05 train loss: 2.448825 train token_acc: 0.1828 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 7750 lr: 9.182e-05 train loss: 2.440736 train token_acc: 0.1835 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 8000 lr: 9.127e-05 train loss: 2.424955 train token_acc: 0.1852 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 8250 lr: 9.071e-05 train loss: 2.422960 train token_acc: 0.1852 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 8500 lr: 9.013e-05 train loss: 2.413142 train token_acc: 0.1865 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 8750 lr: 8.953e-05 train loss: 2.409814 train token_acc: 0.1888 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
itr: 9000 lr: 8.892e-05 train loss: 2.407210 train token_acc: 0.1881 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.64s)
