training:  19%|█▉        | 7747/40000 [02:00<08:18, 64.66it/s]
itr: 0 lr: 2.494e-07 train loss: 5.557622 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=0.27s)
itr: 250 lr: 6.259e-05 train loss: 5.492408 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.89s)
itr: 500 lr: 1.000e-04 train loss: 4.544931 train token_acc: 0.0279 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 750 lr: 9.998e-05 train loss: 3.708977 train token_acc: 0.1047 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 1000 lr: 9.994e-05 train loss: 3.416393 train token_acc: 0.1325 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 1250 lr: 9.989e-05 train loss: 3.211962 train token_acc: 0.1597 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 1500 lr: 9.981e-05 train loss: 3.073354 train token_acc: 0.1771 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 1750 lr: 9.972e-05 train loss: 2.962015 train token_acc: 0.1953 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 2000 lr: 9.960e-05 train loss: 2.841204 train token_acc: 0.2113 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 2250 lr: 9.947e-05 train loss: 2.755026 train token_acc: 0.2251 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 2500 lr: 9.931e-05 train loss: 2.673974 train token_acc: 0.2429 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 2750 lr: 9.914e-05 train loss: 2.603760 train token_acc: 0.2589 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 3000 lr: 9.895e-05 train loss: 2.532342 train token_acc: 0.2763 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 3250 lr: 9.874e-05 train loss: 2.475045 train token_acc: 0.2907 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 3500 lr: 9.851e-05 train loss: 2.409546 train token_acc: 0.3030 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
itr: 3750 lr: 9.826e-05 train loss: 2.352379 train token_acc: 0.3240 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=3.87s)
