training:  19%|█▉        | 7740/40000 [01:17<05:19, 100.84it/s]
itr: 0 lr: 2.494e-07 train loss: 4.876873 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=0.34s)
itr: 250 lr: 6.259e-05 train loss: 4.828714 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.52s)
itr: 500 lr: 1.000e-04 train loss: 4.535837 train token_acc: 0.0058 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.48s)
itr: 750 lr: 9.998e-05 train loss: 3.681736 train token_acc: 0.0651 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.48s)
itr: 1000 lr: 9.994e-05 train loss: 3.061087 train token_acc: 0.1434 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.48s)
itr: 1250 lr: 9.989e-05 train loss: 2.568655 train token_acc: 0.2329 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.48s)
itr: 1500 lr: 9.981e-05 train loss: 2.190015 train token_acc: 0.3256 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.48s)
itr: 1750 lr: 9.972e-05 train loss: 1.942143 train token_acc: 0.3914 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.48s)
itr: 2000 lr: 9.960e-05 train loss: 1.733196 train token_acc: 0.4546 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.48s)
itr: 2250 lr: 9.947e-05 train loss: 1.570068 train token_acc: 0.4983 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.48s)
itr: 2500 lr: 9.931e-05 train loss: 1.438533 train token_acc: 0.5375 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.48s)
itr: 2750 lr: 9.914e-05 train loss: 1.327505 train token_acc: 0.5708 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.48s)
itr: 3000 lr: 9.895e-05 train loss: 1.233497 train token_acc: 0.6031 train exact_match_acc: 0.0000 (K~16.00, min=16, max=16, dt=2.48s)
itr: 3250 lr: 9.874e-05 train loss: 1.153698 train token_acc: 0.6237 train exact_match_acc: 0.0005 (K~16.00, min=16, max=16, dt=2.48s)
itr: 3500 lr: 9.851e-05 train loss: 1.091876 train token_acc: 0.6455 train exact_match_acc: 0.0020 (K~16.00, min=16, max=16, dt=2.48s)
itr: 3750 lr: 9.826e-05 train loss: 1.032349 train token_acc: 0.6612 train exact_match_acc: 0.0017 (K~16.00, min=16, max=16, dt=2.48s)
itr: 4000 lr: 9.799e-05 train loss: 0.982924 train token_acc: 0.6789 train exact_match_acc: 0.0017 (K~16.00, min=16, max=16, dt=2.48s)
itr: 4250 lr: 9.771e-05 train loss: 0.928521 train token_acc: 0.6907 train exact_match_acc: 0.0022 (K~16.00, min=16, max=16, dt=2.48s)
itr: 4500 lr: 9.740e-05 train loss: 0.900010 train token_acc: 0.7029 train exact_match_acc: 0.0054 (K~16.00, min=16, max=16, dt=2.48s)
itr: 4750 lr: 9.708e-05 train loss: 0.856562 train token_acc: 0.7167 train exact_match_acc: 0.0059 (K~16.00, min=16, max=16, dt=2.48s)
itr: 5000 lr: 9.674e-05 train loss: 0.832702 train token_acc: 0.7257 train exact_match_acc: 0.0059 (K~16.00, min=16, max=16, dt=2.48s)
itr: 5250 lr: 9.638e-05 train loss: 0.795668 train token_acc: 0.7409 train exact_match_acc: 0.0127 (K~16.00, min=16, max=16, dt=2.48s)
itr: 5500 lr: 9.600e-05 train loss: 0.780700 train token_acc: 0.7439 train exact_match_acc: 0.0103 (K~16.00, min=16, max=16, dt=2.48s)
itr: 5750 lr: 9.561e-05 train loss: 0.755601 train token_acc: 0.7512 train exact_match_acc: 0.0127 (K~16.00, min=16, max=16, dt=2.48s)
itr: 6000 lr: 9.519e-05 train loss: 0.748242 train token_acc: 0.7484 train exact_match_acc: 0.0110 (K~16.00, min=16, max=16, dt=2.48s)
itr: 6250 lr: 9.476e-05 train loss: 0.704816 train token_acc: 0.7686 train exact_match_acc: 0.0198 (K~16.00, min=16, max=16, dt=2.48s)
itr: 6500 lr: 9.432e-05 train loss: 0.692479 train token_acc: 0.7724 train exact_match_acc: 0.0205 (K~16.00, min=16, max=16, dt=2.48s)
itr: 6750 lr: 9.385e-05 train loss: 0.674130 train token_acc: 0.7781 train exact_match_acc: 0.0276 (K~16.00, min=16, max=16, dt=2.48s)
itr: 7000 lr: 9.337e-05 train loss: 0.659479 train token_acc: 0.7807 train exact_match_acc: 0.0273 (K~16.00, min=16, max=16, dt=2.48s)
itr: 7250 lr: 9.287e-05 train loss: 0.643262 train token_acc: 0.7857 train exact_match_acc: 0.0264 (K~16.00, min=16, max=16, dt=2.48s)
itr: 7500 lr: 9.235e-05 train loss: 0.633557 train token_acc: 0.7945 train exact_match_acc: 0.0349 (K~16.00, min=16, max=16, dt=2.48s)
itr: 7750 lr: 9.182e-05 train loss: 0.612333 train token_acc: 0.7976 train exact_match_acc: 0.0339 (K~16.00, min=16, max=16, dt=2.48s)
itr: 8000 lr: 9.127e-05 train loss: 0.604466 train token_acc: 0.7998 train exact_match_acc: 0.0398 (K~16.00, min=16, max=16, dt=2.48s)
itr: 8250 lr: 9.071e-05 train loss: 0.594374 train token_acc: 0.8045 train exact_match_acc: 0.0483 (K~16.00, min=16, max=16, dt=2.48s)
itr: 8500 lr: 9.013e-05 train loss: 0.578643 train token_acc: 0.8132 train exact_match_acc: 0.0466 (K~16.00, min=16, max=16, dt=2.48s)
itr: 8750 lr: 8.953e-05 train loss: 0.564590 train token_acc: 0.8152 train exact_match_acc: 0.0483 (K~16.00, min=16, max=16, dt=2.48s)
itr: 9000 lr: 8.892e-05 train loss: 0.549283 train token_acc: 0.8196 train exact_match_acc: 0.0500 (K~16.00, min=16, max=16, dt=2.48s)
itr: 9250 lr: 8.829e-05 train loss: 0.530803 train token_acc: 0.8257 train exact_match_acc: 0.0618 (K~16.00, min=16, max=16, dt=2.48s)
itr: 9500 lr: 8.765e-05 train loss: 0.533059 train token_acc: 0.8239 train exact_match_acc: 0.0623 (K~16.00, min=16, max=16, dt=2.48s)
itr: 9750 lr: 8.700e-05 train loss: 0.510157 train token_acc: 0.8314 train exact_match_acc: 0.0701 (K~16.00, min=16, max=16, dt=2.48s)
itr: 10000 lr: 8.632e-05 train loss: 0.512179 train token_acc: 0.8299 train exact_match_acc: 0.0649 (K~16.00, min=16, max=16, dt=2.48s)
itr: 10250 lr: 8.564e-05 train loss: 0.499165 train token_acc: 0.8350 train exact_match_acc: 0.0737 (K~16.00, min=16, max=16, dt=2.48s)
itr: 10500 lr: 8.494e-05 train loss: 0.492599 train token_acc: 0.8397 train exact_match_acc: 0.0774 (K~16.00, min=16, max=16, dt=2.48s)
itr: 10750 lr: 8.423e-05 train loss: 0.486379 train token_acc: 0.8415 train exact_match_acc: 0.0811 (K~16.00, min=16, max=16, dt=2.48s)
itr: 11000 lr: 8.351e-05 train loss: 0.481070 train token_acc: 0.8445 train exact_match_acc: 0.0857 (K~16.00, min=16, max=16, dt=2.48s)
itr: 11250 lr: 8.277e-05 train loss: 0.475904 train token_acc: 0.8472 train exact_match_acc: 0.0886 (K~16.00, min=16, max=16, dt=2.48s)
itr: 11500 lr: 8.202e-05 train loss: 0.473018 train token_acc: 0.8465 train exact_match_acc: 0.0850 (K~16.00, min=16, max=16, dt=2.48s)
itr: 11750 lr: 8.125e-05 train loss: 0.466806 train token_acc: 0.8496 train exact_match_acc: 0.0911 (K~16.00, min=16, max=16, dt=2.48s)
itr: 12000 lr: 8.048e-05 train loss: 0.444179 train token_acc: 0.8557 train exact_match_acc: 0.1047 (K~16.00, min=16, max=16, dt=2.48s)
itr: 12250 lr: 7.969e-05 train loss: 0.440560 train token_acc: 0.8559 train exact_match_acc: 0.1108 (K~16.00, min=16, max=16, dt=2.48s)
itr: 12500 lr: 7.889e-05 train loss: 0.435736 train token_acc: 0.8580 train exact_match_acc: 0.1101 (K~16.00, min=16, max=16, dt=2.48s)
itr: 12750 lr: 7.808e-05 train loss: 0.436469 train token_acc: 0.8610 train exact_match_acc: 0.1128 (K~16.00, min=16, max=16, dt=2.48s)
itr: 13000 lr: 7.726e-05 train loss: 0.435397 train token_acc: 0.8622 train exact_match_acc: 0.1213 (K~16.00, min=16, max=16, dt=2.48s)
itr: 13250 lr: 7.643e-05 train loss: 0.421818 train token_acc: 0.8648 train exact_match_acc: 0.1233 (K~16.00, min=16, max=16, dt=2.48s)
itr: 13500 lr: 7.559e-05 train loss: 0.415516 train token_acc: 0.8635 train exact_match_acc: 0.1189 (K~16.00, min=16, max=16, dt=2.48s)
itr: 13750 lr: 7.474e-05 train loss: 0.403770 train token_acc: 0.8701 train exact_match_acc: 0.1233 (K~16.00, min=16, max=16, dt=2.48s)
itr: 14000 lr: 7.388e-05 train loss: 0.400125 train token_acc: 0.8714 train exact_match_acc: 0.1284 (K~16.00, min=16, max=16, dt=2.48s)
itr: 14250 lr: 7.301e-05 train loss: 0.391318 train token_acc: 0.8723 train exact_match_acc: 0.1377 (K~16.00, min=16, max=16, dt=2.48s)
itr: 14500 lr: 7.213e-05 train loss: 0.394671 train token_acc: 0.8731 train exact_match_acc: 0.1365 (K~16.00, min=16, max=16, dt=2.48s)
itr: 14750 lr: 7.124e-05 train loss: 0.391297 train token_acc: 0.8736 train exact_match_acc: 0.1382 (K~16.00, min=16, max=16, dt=2.48s)
itr: 15000 lr: 7.035e-05 train loss: 0.391433 train token_acc: 0.8755 train exact_match_acc: 0.1467 (K~16.00, min=16, max=16, dt=2.48s)
itr: 15250 lr: 6.944e-05 train loss: 0.374172 train token_acc: 0.8772 train exact_match_acc: 0.1470 (K~16.00, min=16, max=16, dt=2.48s)
itr: 15500 lr: 6.853e-05 train loss: 0.379027 train token_acc: 0.8806 train exact_match_acc: 0.1638 (K~16.00, min=16, max=16, dt=2.48s)
itr: 15750 lr: 6.761e-05 train loss: 0.387643 train token_acc: 0.8821 train exact_match_acc: 0.1570 (K~16.00, min=16, max=16, dt=2.48s)
itr: 16000 lr: 6.669e-05 train loss: 0.368494 train token_acc: 0.8819 train exact_match_acc: 0.1602 (K~16.00, min=16, max=16, dt=2.48s)
