training:  19%|█▉        | 7746/40000 [02:33<10:36, 50.65it/s]
itr: 0 lr: 2.494e-07 train loss: 5.610232 train token_acc: 0.0000 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=0.28s)
itr: 250 lr: 6.259e-05 train loss: 4.961226 train token_acc: 0.0009 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.96s)
itr: 500 lr: 1.000e-04 train loss: 3.339207 train token_acc: 0.1868 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.94s)
itr: 750 lr: 9.998e-05 train loss: 1.989033 train token_acc: 0.6118 train exact_match_acc: 0.0000 (K~32.00, min=32, max=32, dt=4.94s)
itr: 1000 lr: 9.994e-05 train loss: 0.983472 train token_acc: 0.7962 train exact_match_acc: 0.0015 (K~32.00, min=32, max=32, dt=4.94s)
itr: 1250 lr: 9.989e-05 train loss: 0.508452 train token_acc: 0.8959 train exact_match_acc: 0.0330 (K~32.00, min=32, max=32, dt=4.94s)
itr: 1500 lr: 9.981e-05 train loss: 0.293570 train token_acc: 0.9567 train exact_match_acc: 0.2095 (K~32.00, min=32, max=32, dt=4.94s)
itr: 1750 lr: 9.972e-05 train loss: 0.190714 train token_acc: 0.9757 train exact_match_acc: 0.4189 (K~32.00, min=32, max=32, dt=4.94s)
itr: 2000 lr: 9.960e-05 train loss: 0.136749 train token_acc: 0.9837 train exact_match_acc: 0.5613 (K~32.00, min=32, max=32, dt=4.94s)
itr: 2250 lr: 9.947e-05 train loss: 0.102585 train token_acc: 0.9883 train exact_match_acc: 0.6631 (K~32.00, min=32, max=32, dt=4.94s)
itr: 2500 lr: 9.931e-05 train loss: 0.082294 train token_acc: 0.9904 train exact_match_acc: 0.7163 (K~32.00, min=32, max=32, dt=4.94s)
itr: 2750 lr: 9.914e-05 train loss: 0.066467 train token_acc: 0.9922 train exact_match_acc: 0.7690 (K~32.00, min=32, max=32, dt=4.94s)
itr: 3000 lr: 9.895e-05 train loss: 0.053232 train token_acc: 0.9936 train exact_match_acc: 0.8064 (K~32.00, min=32, max=32, dt=4.94s)
itr: 3250 lr: 9.874e-05 train loss: 0.045084 train token_acc: 0.9946 train exact_match_acc: 0.8354 (K~32.00, min=32, max=32, dt=4.94s)
itr: 3500 lr: 9.851e-05 train loss: 0.040493 train token_acc: 0.9952 train exact_match_acc: 0.8494 (K~32.00, min=32, max=32, dt=4.94s)
itr: 3750 lr: 9.826e-05 train loss: 0.036981 train token_acc: 0.9954 train exact_match_acc: 0.8589 (K~32.00, min=32, max=32, dt=4.94s)
itr: 4000 lr: 9.799e-05 train loss: 0.030571 train token_acc: 0.9962 train exact_match_acc: 0.8813 (K~32.00, min=32, max=32, dt=4.94s)
itr: 4250 lr: 9.771e-05 train loss: 0.029034 train token_acc: 0.9965 train exact_match_acc: 0.8892 (K~32.00, min=32, max=32, dt=4.94s)
itr: 4500 lr: 9.740e-05 train loss: 0.025760 train token_acc: 0.9967 train exact_match_acc: 0.8945 (K~32.00, min=32, max=32, dt=4.94s)
itr: 4750 lr: 9.708e-05 train loss: 0.021491 train token_acc: 0.9972 train exact_match_acc: 0.9119 (K~32.00, min=32, max=32, dt=4.94s)
itr: 5000 lr: 9.674e-05 train loss: 0.021510 train token_acc: 0.9971 train exact_match_acc: 0.9097 (K~32.00, min=32, max=32, dt=4.94s)
itr: 5250 lr: 9.638e-05 train loss: 0.017911 train token_acc: 0.9976 train exact_match_acc: 0.9241 (K~32.00, min=32, max=32, dt=4.94s)
itr: 5500 lr: 9.600e-05 train loss: 0.018852 train token_acc: 0.9975 train exact_match_acc: 0.9209 (K~32.00, min=32, max=32, dt=4.94s)
itr: 5750 lr: 9.561e-05 train loss: 0.016797 train token_acc: 0.9976 train exact_match_acc: 0.9236 (K~32.00, min=32, max=32, dt=4.94s)
itr: 6000 lr: 9.519e-05 train loss: 0.017531 train token_acc: 0.9976 train exact_match_acc: 0.9241 (K~32.00, min=32, max=32, dt=4.94s)
itr: 6250 lr: 9.476e-05 train loss: 0.014154 train token_acc: 0.9979 train exact_match_acc: 0.9348 (K~32.00, min=32, max=32, dt=4.94s)
itr: 6500 lr: 9.432e-05 train loss: 0.013696 train token_acc: 0.9980 train exact_match_acc: 0.9360 (K~32.00, min=32, max=32, dt=4.94s)
itr: 6750 lr: 9.385e-05 train loss: 0.014703 train token_acc: 0.9979 train exact_match_acc: 0.9336 (K~32.00, min=32, max=32, dt=4.94s)
itr: 7000 lr: 9.337e-05 train loss: 0.013522 train token_acc: 0.9980 train exact_match_acc: 0.9358 (K~32.00, min=32, max=32, dt=4.94s)
itr: 7250 lr: 9.287e-05 train loss: 0.013046 train token_acc: 0.9980 train exact_match_acc: 0.9385 (K~32.00, min=32, max=32, dt=4.94s)
itr: 7500 lr: 9.235e-05 train loss: 0.012309 train token_acc: 0.9980 train exact_match_acc: 0.9377 (K~32.00, min=32, max=32, dt=4.94s)
itr: 7750 lr: 9.182e-05 train loss: 0.011648 train token_acc: 0.9983 train exact_match_acc: 0.9468 (K~32.00, min=32, max=32, dt=4.94s)
itr: 8000 lr: 9.127e-05 train loss: 0.010920 train token_acc: 0.9984 train exact_match_acc: 0.9502 (K~32.00, min=32, max=32, dt=4.94s)
itr: 8250 lr: 9.071e-05 train loss: 0.010291 train token_acc: 0.9984 train exact_match_acc: 0.9480 (K~32.00, min=32, max=32, dt=4.94s)
itr: 8500 lr: 9.013e-05 train loss: 0.008278 train token_acc: 0.9987 train exact_match_acc: 0.9580 (K~32.00, min=32, max=32, dt=4.94s)
itr: 8750 lr: 8.953e-05 train loss: 0.009105 train token_acc: 0.9986 train exact_match_acc: 0.9558 (K~32.00, min=32, max=32, dt=4.94s)
itr: 9000 lr: 8.892e-05 train loss: 0.008750 train token_acc: 0.9987 train exact_match_acc: 0.9573 (K~32.00, min=32, max=32, dt=4.94s)
itr: 9250 lr: 8.829e-05 train loss: 0.009621 train token_acc: 0.9985 train exact_match_acc: 0.9539 (K~32.00, min=32, max=32, dt=4.94s)
itr: 9500 lr: 8.765e-05 train loss: 0.007993 train token_acc: 0.9987 train exact_match_acc: 0.9590 (K~32.00, min=32, max=32, dt=4.94s)
itr: 9750 lr: 8.700e-05 train loss: 0.008833 train token_acc: 0.9986 train exact_match_acc: 0.9561 (K~32.00, min=32, max=32, dt=4.94s)
itr: 10000 lr: 8.632e-05 train loss: 0.007662 train token_acc: 0.9988 train exact_match_acc: 0.9609 (K~32.00, min=32, max=32, dt=4.94s)
itr: 10250 lr: 8.564e-05 train loss: 0.007334 train token_acc: 0.9988 train exact_match_acc: 0.9629 (K~32.00, min=32, max=32, dt=4.94s)
itr: 10500 lr: 8.494e-05 train loss: 0.006782 train token_acc: 0.9989 train exact_match_acc: 0.9639 (K~32.00, min=32, max=32, dt=4.94s)
itr: 10750 lr: 8.423e-05 train loss: 0.007788 train token_acc: 0.9988 train exact_match_acc: 0.9617 (K~32.00, min=32, max=32, dt=4.94s)
itr: 11000 lr: 8.351e-05 train loss: 0.006877 train token_acc: 0.9989 train exact_match_acc: 0.9656 (K~32.00, min=32, max=32, dt=4.94s)
itr: 11250 lr: 8.277e-05 train loss: 0.006142 train token_acc: 0.9990 train exact_match_acc: 0.9688 (K~32.00, min=32, max=32, dt=4.94s)
itr: 11500 lr: 8.202e-05 train loss: 0.005804 train token_acc: 0.9991 train exact_match_acc: 0.9700 (K~32.00, min=32, max=32, dt=4.94s)
itr: 11750 lr: 8.125e-05 train loss: 0.006393 train token_acc: 0.9989 train exact_match_acc: 0.9639 (K~32.00, min=32, max=32, dt=4.94s)
itr: 12000 lr: 8.048e-05 train loss: 0.006488 train token_acc: 0.9990 train exact_match_acc: 0.9685 (K~32.00, min=32, max=32, dt=4.94s)
itr: 12250 lr: 7.969e-05 train loss: 0.005808 train token_acc: 0.9991 train exact_match_acc: 0.9700 (K~32.00, min=32, max=32, dt=4.94s)
itr: 12500 lr: 7.889e-05 train loss: 0.005794 train token_acc: 0.9990 train exact_match_acc: 0.9673 (K~32.00, min=32, max=32, dt=4.94s)
itr: 12750 lr: 7.808e-05 train loss: 0.005575 train token_acc: 0.9990 train exact_match_acc: 0.9697 (K~32.00, min=32, max=32, dt=4.94s)
itr: 13000 lr: 7.726e-05 train loss: 0.005528 train token_acc: 0.9991 train exact_match_acc: 0.9712 (K~32.00, min=32, max=32, dt=4.94s)
itr: 13250 lr: 7.643e-05 train loss: 0.005583 train token_acc: 0.9991 train exact_match_acc: 0.9705 (K~32.00, min=32, max=32, dt=4.94s)
itr: 13500 lr: 7.559e-05 train loss: 0.005215 train token_acc: 0.9991 train exact_match_acc: 0.9707 (K~32.00, min=32, max=32, dt=4.94s)
itr: 13750 lr: 7.474e-05 train loss: 0.004807 train token_acc: 0.9992 train exact_match_acc: 0.9749 (K~32.00, min=32, max=32, dt=4.94s)
itr: 14000 lr: 7.388e-05 train loss: 0.005125 train token_acc: 0.9992 train exact_match_acc: 0.9739 (K~32.00, min=32, max=32, dt=4.94s)
itr: 14250 lr: 7.301e-05 train loss: 0.004262 train token_acc: 0.9993 train exact_match_acc: 0.9761 (K~32.00, min=32, max=32, dt=4.94s)
itr: 14500 lr: 7.213e-05 train loss: 0.004694 train token_acc: 0.9992 train exact_match_acc: 0.9746 (K~32.00, min=32, max=32, dt=4.94s)
itr: 14750 lr: 7.124e-05 train loss: 0.004761 train token_acc: 0.9992 train exact_match_acc: 0.9749 (K~32.00, min=32, max=32, dt=4.94s)
itr: 15000 lr: 7.035e-05 train loss: 0.005072 train token_acc: 0.9991 train exact_match_acc: 0.9729 (K~32.00, min=32, max=32, dt=4.94s)
itr: 15250 lr: 6.944e-05 train loss: 0.004312 train token_acc: 0.9992 train exact_match_acc: 0.9753 (K~32.00, min=32, max=32, dt=4.94s)
itr: 15500 lr: 6.853e-05 train loss: 0.005067 train token_acc: 0.9992 train exact_match_acc: 0.9729 (K~32.00, min=32, max=32, dt=4.94s)
itr: 15750 lr: 6.761e-05 train loss: 0.003992 train token_acc: 0.9993 train exact_match_acc: 0.9771 (K~32.00, min=32, max=32, dt=4.94s)
itr: 16000 lr: 6.669e-05 train loss: 0.004578 train token_acc: 0.9992 train exact_match_acc: 0.9744 (K~32.00, min=32, max=32, dt=4.94s)
itr: 16250 lr: 6.576e-05 train loss: 0.003754 train token_acc: 0.9994 train exact_match_acc: 0.9805 (K~32.00, min=32, max=32, dt=4.94s)
itr: 16500 lr: 6.482e-05 train loss: 0.004186 train token_acc: 0.9993 train exact_match_acc: 0.9763 (K~32.00, min=32, max=32, dt=4.94s)
itr: 16750 lr: 6.388e-05 train loss: 0.003617 train token_acc: 0.9994 train exact_match_acc: 0.9805 (K~32.00, min=32, max=32, dt=4.94s)
itr: 17000 lr: 6.293e-05 train loss: 0.003491 train token_acc: 0.9994 train exact_match_acc: 0.9792 (K~32.00, min=32, max=32, dt=4.94s)
itr: 17250 lr: 6.198e-05 train loss: 0.003745 train token_acc: 0.9994 train exact_match_acc: 0.9802 (K~32.00, min=32, max=32, dt=4.94s)
itr: 17500 lr: 6.102e-05 train loss: 0.003405 train token_acc: 0.9994 train exact_match_acc: 0.9795 (K~32.00, min=32, max=32, dt=4.94s)
itr: 17750 lr: 6.006e-05 train loss: 0.003904 train token_acc: 0.9993 train exact_match_acc: 0.9766 (K~32.00, min=32, max=32, dt=4.94s)
itr: 18000 lr: 5.910e-05 train loss: 0.003086 train token_acc: 0.9995 train exact_match_acc: 0.9829 (K~32.00, min=32, max=32, dt=4.94s)
itr: 18250 lr: 5.813e-05 train loss: 0.003368 train token_acc: 0.9994 train exact_match_acc: 0.9812 (K~32.00, min=32, max=32, dt=4.94s)
itr: 18500 lr: 5.716e-05 train loss: 0.002829 train token_acc: 0.9995 train exact_match_acc: 0.9849 (K~32.00, min=32, max=32, dt=4.94s)
itr: 18750 lr: 5.618e-05 train loss: 0.003197 train token_acc: 0.9994 train exact_match_acc: 0.9817 (K~32.00, min=32, max=32, dt=4.94s)
itr: 19000 lr: 5.521e-05 train loss: 0.002654 train token_acc: 0.9995 train exact_match_acc: 0.9856 (K~32.00, min=32, max=32, dt=4.94s)
itr: 19250 lr: 5.423e-05 train loss: 0.002940 train token_acc: 0.9995 train exact_match_acc: 0.9834 (K~32.00, min=32, max=32, dt=4.94s)
itr: 19500 lr: 5.325e-05 train loss: 0.002630 train token_acc: 0.9996 train exact_match_acc: 0.9863 (K~32.00, min=32, max=32, dt=4.94s)
itr: 19750 lr: 5.227e-05 train loss: 0.002436 train token_acc: 0.9996 train exact_match_acc: 0.9861 (K~32.00, min=32, max=32, dt=4.94s)
itr: 20000 lr: 5.129e-05 train loss: 0.003023 train token_acc: 0.9995 train exact_match_acc: 0.9844 (K~32.00, min=32, max=32, dt=4.94s)
saved checkpoint: ./grid_outputs/len_gen_v256_e128_k32/task_0004/saved_models/Checkpoint_N256_d128_H1_L1_npos1_mlp0_ln1_normlayernorm_qkn0_qkrms0_gate0_gateelem0_lenmix_trainK32to32_testK32to32_nodup1_iters20001.pt
itr: 20250 lr: 5.030e-05 train loss: 0.002883 train token_acc: 0.9995 train exact_match_acc: 0.9834 (K~32.00, min=32, max=32, dt=4.95s)
itr: 20500 lr: 4.932e-05 train loss: 0.002240 train token_acc: 0.9996 train exact_match_acc: 0.9861 (K~32.00, min=32, max=32, dt=4.94s)
itr: 20750 lr: 4.834e-05 train loss: 0.002867 train token_acc: 0.9995 train exact_match_acc: 0.9856 (K~32.00, min=32, max=32, dt=4.94s)
itr: 21000 lr: 4.736e-05 train loss: 0.002361 train token_acc: 0.9995 train exact_match_acc: 0.9854 (K~32.00, min=32, max=32, dt=4.94s)
